date,state_col,trendline_a_little_concerned,trendline_extremely_concerned,trendline_moderately_concerned,trendline_not_concerned_at_all,trendline_unsure,ci_low_a_little_concerned,ci_low_extremely_concerned,ci_low_moderately_concerned,ci_low_not_concerned_at_all,ci_low_unsure,ci_high_a_little_concerned,ci_high_extremely_concerned,ci_high_moderately_concerned,ci_high_not_concerned_at_all,ci_high_unsure
2020-04-14,Oklahoma,0.259654426365549,0.2914653784219,0.289104254961817,0.15493514319868,0.00484079705205339,0.162611264238365,0.191330033687996,0.175503591081078,0.0886063444078915,0.00285508234294577,0.381662270432609,0.406943086057517,0.425061497880916,0.243195716388568,0.00783418788220069
2020-04-15,Oklahoma,0.267021654943492,0.287402197107405,0.284537263889987,0.156237651149925,0.0048012329091915,0.168023393661582,0.188759582707658,0.172073816486209,0.0894945862641271,0.00284517505729866,0.3933059353513,0.402572512447641,0.42075989883822,0.243222951078795,0.007774836007271
2020-04-16,Oklahoma,0.262341562688322,0.286160260019956,0.280045049050117,0.166671606255495,0.00478152198610988,0.166315955859834,0.187477154401668,0.168449858233801,0.0966183574879227,0.00282544480997402,0.387392193473815,0.402289993380951,0.416377700720192,0.256799344022604,0.00774527528328542
2020-04-17,Oklahoma,0.257648953301127,0.2849253628128,0.275550023216067,0.177104017861553,0.00477164280845262,0.164616737302787,0.186202740483882,0.164834079211246,0.103731365401144,0.00280568645465951,0.381474566057121,0.402003497228891,0.412001225018029,0.27036345494601,0.00770575857265641
2020-04-18,Oklahoma,0.259693943076178,0.284352370508679,0.271390889422365,0.179820791717298,0.00474200527548087,0.165308279738795,0.186647303478459,0.161751775782184,0.10597393872934,0.00279580727700226,0.383845568694862,0.399197810774231,0.407555595072266,0.273386483309129,0.0076464835067129
2020-04-19,Oklahoma,0.261729053673572,0.283789257382215,0.267231755628662,0.182537565573042,0.00471236774250911,0.166009701352459,0.187101745650692,0.158679351530779,0.108226391235194,0.00277604892168776,0.386216571332602,0.396392124319572,0.40311984430416,0.276419390849906,0.00757732926311214
2020-04-20,Oklahoma,0.267100687583972,0.280654785426381,0.263889986564451,0.183681735556785,0.00467280486841065,0.169663320951553,0.184560973682131,0.156415474591006,0.107968465976448,0.00272662609657789,0.39326641903106,0.393533154192682,0.400408993914487,0.27737493084644,0.00752785900576938
2020-04-21,Oklahoma,0.272465028056587,0.277532996127401,0.260550857504149,0.184827708843752,0.00462340946811033,0.173318580573777,0.182031929186754,0.154153165257251,0.107711609894887,0.00268710977633763,0.400310203113886,0.390678100055323,0.397712005058089,0.278333201612266,0.00747846360546906
2020-04-22,Oklahoma,0.273729550304276,0.271081956848178,0.260550857504149,0.190043863115467,0.00459377222793014,0.173526041255038,0.177131905476962,0.154390263178693,0.112265865802576,0.00267723069627756,0.401940251323797,0.382162333043547,0.39627953844938,0.285386864775152,0.00746858452540899
2020-04-23,Oklahoma,0.274996789267261,0.264623652727147,0.260543552354702,0.195271825573239,0.00456418007765034,0.173745097458088,0.172233583276528,0.154628888691305,0.11683115497466,0.00265749878980074,0.403564407298736,0.373640378174921,0.394860851782698,0.292443417009968,0.00744889995356787
2020-04-24,Oklahoma,0.2693952955356,0.261531470120427,0.255100125465556,0.209448445511396,0.00452466336702133,0.168064570305168,0.170830740049198,0.151131659800638,0.127224049870089,0.00262786125682898,0.396708258004604,0.369925807375794,0.385011311658418,0.309534394357014,0.00738962488762435
2020-04-25,Oklahoma,0.263801074843911,0.258436734371295,0.249654232197898,0.223632735319687,0.00447522326720936,0.162382438947285,0.169416343950051,0.147642851497669,0.137625464316763,0.00258831897573698,0.389858136410338,0.366217497826602,0.375148186200901,0.326612265865803,0.00733027740456809
2020-04-26,Oklahoma,0.261647435390816,0.248636686951711,0.257527859005769,0.227762190784794,0.00442582786690903,0.160554809136173,0.161868726784162,0.153481387813167,0.140421243973761,0.00255868173555678,0.384483916857662,0.353858768671461,0.386143602307753,0.331502410495535,0.00722160752390737
2020-04-27,Oklahoma,0.259506238700691,0.23883899904172,0.265394228584413,0.231893937148672,0.0043665965245053,0.158738626596722,0.154332513361588,0.1593214980785,0.143228317674837,0.00251919030259921,0.379123321774695,0.341503413255881,0.397133062643866,0.336385999229424,0.00712288709087856
2020-04-28,Oklahoma,0.262855279926499,0.23405747705561,0.256206593363168,0.242553569840846,0.00432707981387629,0.161366487853551,0.150835284470921,0.152890153423629,0.152149215099335,0.00250931112494196,0.38331209310137,0.335022672712723,0.383549193365144,0.349179534295565,0.00704385366962054
2020-04-29,Oklahoma,0.266211570378566,0.229273690033984,0.24701651782186,0.253220580099581,0.00427764166600806,0.163992728997076,0.147336600015807,0.146457361890461,0.161068521299297,0.00248952817513633,0.387506915356042,0.328538686477515,0.369961669169367,0.361969493400775,0.00697463052240575
2020-04-30,Oklahoma,0.260938719460992,0.230915898560604,0.242365865465359,0.26152159094277,0.00425792557027553,0.158155755114944,0.148780415518212,0.143603726425812,0.16737302786916,0.00246979441431295,0.382610671487705,0.332108315303834,0.365292473054543,0.37335388202286,0.00696482024836253
2020-05-01,Oklahoma,0.255675643634783,0.232558139534884,0.237705241943451,0.269822765801901,0.00423820908498153,0.152328545177926,0.150214380273063,0.140740155302207,0.173677659006935,0.00245006026357906,0.377724210151943,0.335678014660845,0.360613305407915,0.384738495583964,0.0069550097804825
