date,state,a_little_concerned,extremely_concerned,moderately_concerned,not_concerned_at_all,unsure,ci_low_a_little_concerned,ci_low_extremely_concerned,ci_low_moderately_concerned,ci_low_not_concerned_at_all,ci_low_unsure,ci_high_a_little_concerned,ci_high_extremely_concerned,ci_high_moderately_concerned,ci_high_not_concerned_at_all,ci_high_unsure
2020-02-25,Alabama,0.34175199647249005,0.14689383175738502,0.22242295820880903,0.282170153348684,0.006761060212630001,0.213475576894811,0.088346969771201,0.129862574102199,0.168163000342952,0.0033192886188810004,0.492442800450737,0.22359267061878402,0.34650433589731,0.40835823820488903,0.012799470873548002
2020-02-26,Alabama,0.33745896820341903,0.14870657978540902,0.22234946842388903,0.284693302630934,0.006791680956347,0.21134437313213403,0.09131105776297001,0.132391847533192,0.17600191073440702,0.0033437852138550003,0.48362402626034906,0.22469501739258202,0.341298809465484,0.40609230316985906,0.012860712360981
2020-02-27,Alabama,0.33315981578560505,0.150525451962177,0.22227597863896903,0.287216451913184,0.006822301700063001,0.20921316936945702,0.09427514575474001,0.134914996815442,0.183840821125863,0.0033621576600850003,0.474866493557395,0.22579736416638002,0.336032041546225,0.40382636813482903,0.012860712360981
2020-02-28,Alabama,0.329250592507762,0.151620746039231,0.222678808737881,0.28964596512931,0.006803887585814,0.20885668967291102,0.09613629821972,0.137241332851569,0.187103846554268,0.003349888847381,0.46684099969991805,0.22579598135820503,0.33241675801799203,0.403578930607695,0.012799392488165001
2020-02-29,Alabama,0.32534540198912304,0.152711773063544,0.22308436627308803,0.29207290186664003,0.006785556807603001,0.208508892263975,0.097992504041938,0.13956322571162602,0.19036303953750403,0.0033376610651110004,0.458759982362451,0.22573612267894702,0.328805546029101,0.403336436235363,0.012738229386115001
2020-03-01,Alabama,0.33143892998873103,0.152099358189211,0.227873450590367,0.28183944931654503,0.006748811915143001,0.214749399833423,0.098212973396697,0.14325608740385,0.18340600656508702,0.0033376610651110004,0.46463916515604303,0.22383763656851702,0.334562245847827,0.39084317279898,0.012676987898682001
2020-03-02,Alabama,0.337526333839596,0.15148694331487902,0.23266253490764702,0.27160599676644903,0.006718191171427,0.22098990740287103,0.0984395669002,0.14694282494733202,0.17645509774141302,0.003331536916368,0.470457106462201,0.22200039194551902,0.340318945666552,0.37834990936259805,0.012615746411248002
2020-03-03,Alabama,0.338628680613394,0.15203811670177803,0.234444662191955,0.268200970065161,0.0066875704277100005,0.22186566067316602,0.099094850815736,0.14879231786781602,0.174195286855127,0.0033192886188810004,0.47272304149723104,0.22132673558375301,0.34295232962618105,0.37406300524227104,0.012493263436382001
2020-03-04,Alabama,0.339724903238449,0.152589290088677,0.23622678947626202,0.26480206751261504,0.006656949683993001,0.22274141394346103,0.099756258880015,0.15064181078830002,0.17193547596884,0.0033070403213950003,0.474988976532262,0.220653079221988,0.345585713585811,0.369837342609377,0.012432021948949
2020-03-05,Alabama,0.329826258964167,0.15635468402648,0.23323677651280803,0.273955992136641,0.006626288359901001,0.21731408729308102,0.103430114704603,0.150077470007165,0.18061228864161002,0.0033131441799500003,0.462799086282603,0.22457115911053402,0.338602110368732,0.376877805608461,0.012309463589096
2020-03-06,Alabama,0.31992969520298303,0.160121012438069,0.23024821022849,0.28311153843798403,0.0065895436924710005,0.211894248847136,0.107104581447617,0.149514051773236,0.18928403015512302,0.003319268291189,0.450612104918273,0.22842934919069802,0.33168186466938904,0.38392053353257105,0.012248222476713
2020-03-07,Alabama,0.30789157807064804,0.16418842780853402,0.236771838714418,0.284601440399784,0.006546715006614001,0.20134363823428503,0.110014208025084,0.153752878349909,0.19261672627504703,0.0033070403213950003,0.43536573416295105,0.23265641075890403,0.340686394591151,0.387291166527852,0.012003331536916
2020-03-08,Alabama,0.295851501641271,0.168260986722845,0.24330018127480202,0.286089608544412,0.006497721816667,0.19079172994953703,0.11291705452942001,0.15799078928029,0.19594213904267302,0.003294792023908,0.420055362304639,0.236820831904365,0.34962765175640503,0.39065944833668104,0.011819607074616
2020-03-09,Alabama,0.283074793770554,0.17201403646295801,0.249680015187795,0.288770217222225,0.006460937356466001,0.18062453686408703,0.11529864228453801,0.16200723869948302,0.19482635082583602,0.0032641512900440004,0.406212298440188,0.24159618835316501,0.35642327407235,0.39561758599783203,0.011758293577644002
2020-03-10,Alabama,0.270293773616104,0.17576811665207,0.25606133909816303,0.29145257794462504,0.006424192689036001,0.17045851220841501,0.117680921556259,0.16602465567184502,0.19371176258045503,0.0032396548450900004,0.392310565929119,0.24631175400669902,0.36315979643454205,0.40057811610090005,0.011635811352877001
2020-03-11,Alabama,0.26538836051418,0.190049544059918,0.262957088352552,0.275193062606789,0.006411944466559001,0.167965998934404,0.12911463723827002,0.171144412667111,0.17934459761527102,0.0032457789563280002,0.38434922131925603,0.264132917710317,0.37406071443881705,0.38091971902577604,0.011574570240493002
2020-03-12,Alabama,0.260484542648571,0.204332222821027,0.269854490225858,0.25893513301651,0.0063936112880300005,0.165480623193376,0.14054308951055802,0.17625912498162702,0.16498456714516602,0.0032519229827050002,0.376451423252167,0.28189456665523405,0.38496399000538906,0.36126353436872205,0.011513399637450001
2020-03-13,Alabama,0.255315761109205,0.220726569006908,0.273143158101023,0.244445397089804,0.006369114693057,0.161150850031845,0.152387193180148,0.17794939003478502,0.153789623242369,0.0032335505364750002,0.36891872029787803,0.303206604282004,0.387781098427318,0.345830679535544,0.011513399637450001
2020-03-14,Alabama,0.250143915732745,0.23711801090085102,0.27642844019842,0.229958968705983,0.0063506644620000005,0.156825280176373,0.164235409394329,0.17963745483495602,0.142592932818911,0.00321513871027,0.361442831771694,0.32451466715659205,0.390593422744809,0.33039377794108604,0.011452017882295001
2020-03-15,Alabama,0.24740033069998102,0.252807887806969,0.281940106558883,0.21155612713577002,0.006295547798395001,0.15749892828709602,0.17653867352562902,0.18396105089105202,0.129058729867107,0.003160022046665,0.356053646885908,0.34276440688345805,0.398432237124134,0.306142445955049,0.011268295670279
2020-03-16,Alabama,0.24465974229582002,0.26849492920484,0.28744916956543004,0.19315565136446,0.006240507569447,0.15818063789133302,0.188850374797903,0.18828082896477302,0.11552594189407601,0.003104943412865,0.35072999853020403,0.36101856841898905,0.40627602763215903,0.281833325167801,0.011145950712850001
2020-03-17,Alabama,0.24638213697354902,0.27911591247313,0.28975362398721205,0.17863638868985202,0.006111937876254,0.159541175966243,0.196114816243791,0.18935983881141702,0.10532375510604002,0.003055968938127,0.35171201626583803,0.37369784489885904,0.40903439955415904,0.264319878496144,0.010901051522778002
2020-03-18,Alabama,0.24810611859953802,0.289731702686647,0.29205274084598404,0.164120057076716,0.0059893807911120004,0.160904898676579,0.20337561011458202,0.190441487179173,0.09511969575415301,0.0030130627292710003,0.35262632510456904,0.386370178027913,0.411785239667093,0.24674044179338403,0.010655953554740001
2020-03-19,Alabama,0.23888467003086503,0.30828352359022004,0.29403875361324705,0.15292611826956,0.005866934496105001,0.153556905590123,0.218558620351771,0.191422517270099,0.087526333839596,0.002939591396795,0.340931360540884,0.41025672431532,0.41276762530008304,0.23253392778403803,0.010411052863651
2020-03-20,Alabama,0.229660295549608,0.326831568568611,0.296027289039678,0.141736430500523,0.005744416341578001,0.14621315581576202,0.233738953634353,0.192401202775447,0.07993802399426701,0.0028660840595500004,0.32917097906166304,0.434138245687094,0.41368371415098304,0.21832456564741,0.010166024655671001
2020-03-21,Alabama,0.22757336730194502,0.33550536475429904,0.300609965214835,0.13070158248003502,0.005609720248885001,0.145466905100191,0.24050756944784601,0.197234334427514,0.07387560629072501,0.002810984273186,0.32745823330557,0.44393954240360506,0.41974915486747305,0.20362794571554502,0.009921120964185001
2020-03-22,Alabama,0.22548365168504902,0.344181175706875,0.30518283534102103,0.11967125770872501,0.005481079558329,0.14471274856236402,0.247273239471121,0.20207117442081202,0.06781228374232101,0.002749725946022,0.32574147676818405,0.45373540164983506,0.42580945440292906,0.188867590590915,0.009676095756603002
2020-03-23,Alabama,0.225472784282984,0.344354759688403,0.31014526480819105,0.11464406447503801,0.005383126745382,0.143935867914359,0.2475687129489,0.206830875508304,0.06492210082798401,0.0026885012983190004,0.32519229827054,0.452390867669394,0.43009896624369204,0.182009700651609,0.009553672039586
2020-03-24,Alabama,0.22545441183675402,0.344526235853216,0.315105825290284,0.109622262505511,0.005291264514232,0.143158101023957,0.24786879623732302,0.21158321493312401,0.06203150262113501,0.002621135662142,0.32464112488364105,0.45098231345842904,0.43438587036401904,0.175150654059085,0.009431189064720001
2020-03-25,Alabama,0.21842255142722403,0.34897023069527,0.31787811793813403,0.10949910894181401,0.005229990997556001,0.13738831152129002,0.25274819491821204,0.213804971553503,0.06208011562322,0.0025782508313480002,0.316677792135416,0.45685869838139703,0.436159202395752,0.174475929180777,0.009308649082301002
2020-03-26,Alabama,0.21139336632208103,0.35341237567978,0.32064817990299305,0.109377296555778,0.0051687815393660005,0.131626328940277,0.257636813482925,0.216035471069521,0.06212336485228501,0.0025292734309930003,0.30871833815099703,0.46274067904561206,0.437876635147714,0.173803341335554,0.009247464602420001
2020-03-27,Alabama,0.21428396452893,0.35785850766743404,0.316912449169565,0.10584978687962301,0.0050952917544460005,0.132581696144236,0.259529175444613,0.21193229141149303,0.059183773455489,0.002498652687276,0.315271177306354,0.468987310763803,0.43450835333888504,0.16994512762725902,0.009124981627553
2020-03-28,Alabama,0.21717935684583703,0.36230242086117204,0.313174800507076,0.10232165057046101,0.005021771215452,0.133536245552364,0.261419936431725,0.207827838984867,0.056237713501828004,0.002468016829057,0.32182204557563504,0.47523103209646705,0.43107619006791603,0.16608589678422903,0.009002443520384
2020-03-29,Alabama,0.21952489145012802,0.36951662389995604,0.30749162527788104,0.098481832824011,0.004985026548022,0.13446098634935602,0.26675403732033304,0.20186907874994603,0.05353698044571201,0.0024312721616270004,0.32329183227284103,0.48331485893109705,0.42660558886391603,0.160084267770639,0.008941202408
2020-03-30,Alabama,0.221870426054418,0.37673082693874005,0.301808450048686,0.09464201507756101,0.004948281880592,0.135385727146347,0.272088138208942,0.195916442626263,0.050842371500835,0.002400651605435,0.324761618970047,0.49139868576572804,0.42213498765991503,0.15408263875705,0.008941202408
2020-03-31,Alabama,0.21585042470711402,0.38202205904868003,0.30423972221031403,0.09300687737692001,0.00488091665697,0.131472420065038,0.275566633392328,0.19779654477643902,0.049874761925175,0.0023639069380050003,0.31857626661930605,0.498073967015536,0.42599317774008005,0.152184164273159,0.008757479070849
2020-04-01,Alabama,0.209830423359809,0.38731329115862,0.306670994371941,0.09137173967627901,0.004813551433348,0.127552988872489,0.279045128575715,0.19967664692661402,0.048907152349515,0.002327162270575,0.31232967315618304,0.5047492482653451,0.42979012670786104,0.150285689789269,0.008634996846082
2020-04-02,Alabama,0.20066998187251903,0.399704816030571,0.30141222870021,0.09347900641810701,0.004733966978589001,0.12158272500122401,0.28915780706481803,0.195936014893929,0.049985302043016,0.0022843074812600003,0.298552251237078,0.5183479496350001,0.42385233452550003,0.152858752633383,0.008573808240654
2020-04-03,Alabama,0.191515552370978,0.41209649267853504,0.29614727443091,0.09558629897052401,0.004654381549051,0.11561238800394401,0.299270609417773,0.19219533704459002,0.051063464942095,0.002241452167043,0.28477466056697703,0.532008059429103,0.41785322775236206,0.15537060513084303,0.008512618885765
2020-04-04,Alabama,0.19303198623299703,0.40661036567068204,0.299738500450122,0.09601381599495301,0.004605331651244,0.116719436091837,0.295770076367667,0.19508356349784703,0.051565016626962,0.002235300602,0.288384398214209,0.525938673150059,0.42207374654753205,0.15598111324094002,0.008328791284164
2020-04-05,Alabama,0.19455076582011002,0.40112316200111403,0.303333353747037,0.096442503781638,0.004550214650098,0.11783402433721801,0.292273208850565,0.197968019891113,0.052073317859745005,0.0022291764907610002,0.291997623844839,0.519814561911702,0.426299383301998,0.15653228325239302,0.008206309059397001
2020-04-06,Alabama,0.203487090294449,0.39482386948214104,0.298895203566704,0.098280339032874,0.004513497623830001,0.12488976532262001,0.288043211993532,0.194135515163392,0.05312086619959801,0.0022108176963400003,0.303084121307138,0.5109989711430111,0.42097398461613805,0.160881387487139,0.008206359316055001
2020-04-07,Alabama,0.21242834745970302,0.38852212042526,0.29444907157905004,0.100123707804615,0.004476752731370001,0.131950908823673,0.283811425211895,0.190307922198814,0.054161971485963,0.0021924452501100003,0.314168830532556,0.50211895546519,0.41558473372201205,0.16529077458233302,0.008145117828621
2020-04-08,Alabama,0.217552927631377,0.38453294465640603,0.293540899876905,0.09998224007740801,0.0043909877579010005,0.135410223591301,0.280196461488526,0.187379431559994,0.053941171787444,0.0021556871559010003,0.318882472181224,0.496665421430714,0.415582188634874,0.165718450109927,0.008022585722247
2020-04-09,Alabama,0.22268493284912003,0.380540024128998,0.29262840730239004,0.099841385518926,0.004305250200564,0.13887034644097201,0.276577111746657,0.18445823049929802,0.053720703782863005,0.002118942488471,0.323536796722375,0.49121496242857704,0.415582188634874,0.166147137896612,0.007900103497479001
2020-04-10,Alabama,0.225399294498064,0.379213414335407,0.284846406349517,0.10625398069668301,0.004286904120327,0.14061657929547702,0.276560433099799,0.1792660820146,0.058179413061584,0.002106707167703,0.32813188966733603,0.488890794179609,0.403336436235363,0.173803341335554,0.007838910391455001
2020-04-11,Alabama,0.22811089540630403,0.377888283962789,0.277060916534487,0.11267139856328301,0.004268505533134,0.14236108984683601,0.276540367079227,0.174071737839046,0.062643533857148,0.002100570154756,0.33272296357991005,0.48656063788742604,0.391024502569064,0.18151865710488702,0.007716380160329
2020-04-12,Alabama,0.22555990372779203,0.37216679833667105,0.280867429740273,0.11718017968362401,0.004225688511639,0.14099101581877302,0.27150354896593104,0.17771776075254,0.065130720755479,0.002076099138326,0.32966494577033,0.48185097405182203,0.397459687544017,0.18850245273659202,0.007655232810940001
2020-04-13,Alabama,0.22301087648816803,0.36644456420557503,0.284662681887217,0.12169295967860401,0.004188917740434,0.13962446719905902,0.2664678359708,0.181360540884817,0.067616726275047,0.002051589829013,0.326662093968938,0.477071187104992,0.40382636813482903,0.195544069374356,0.007593944441722
2020-04-14,Alabama,0.22576061927392002,0.357325706726764,0.286242712262995,0.126506540590857,0.0041644211454600006,0.14211087158884902,0.25983538288177904,0.180919602175297,0.071174856694919,0.0020270932340400003,0.331132722551565,0.46641516829160706,0.40596982019499206,0.20319925530351202,0.007593944441722
2020-04-15,Alabama,0.22850896263679701,0.34820471679047504,0.28782097998028,0.131319317284079,0.004146023308367001,0.144602514560074,0.25320750326108904,0.18048368230560502,0.074732529441664,0.00200870848618,0.33560129586193804,0.45575635835849304,0.408172014036463,0.210914391048999,0.007593897935562001
2020-04-16,Alabama,0.22936161873499503,0.35033805301063103,0.28113517221106205,0.135049728087795,0.004115427955514,0.142680417421978,0.255217774729312,0.17530375777766802,0.076968301406104,0.0019903483415800003,0.33805301063152204,0.45759639410121905,0.40266277987359705,0.215631277252461,0.007593944441722
2020-04-17,Alabama,0.230212875410318,0.35246925677330804,0.27444760178335204,0.138785458821223,0.004084807211797,0.140757434716574,0.257226495517123,0.170122727940816,0.079197491548674,0.001978100044093,0.340563911616285,0.45943363872421705,0.397212287492038,0.220408113272255,0.007532702954289001
2020-04-18,Alabama,0.22778631751067102,0.35294477888896303,0.272847528002498,0.142367213958074,0.004054161639792,0.13958686745586002,0.256324675881412,0.16936842040798802,0.08157928580614701,0.001953591485035,0.336091224761006,0.45949206621389005,0.39574006822259905,0.22365254242478003,0.007532656823178001
2020-04-19,Alabama,0.22535504534904302,0.35342858367679303,0.271243010858049,0.145949819032512,0.0040235410836000005,0.138417162209334,0.255424431529374,0.16861515472567,0.083967689189106,0.0019290950400820002,0.33168186466938904,0.45949206621389005,0.39420904041301,0.22689832138110902,0.007471415710794
2020-04-20,Alabama,0.226550634461809,0.35322865121748004,0.26845206016363704,0.14778795747391102,0.003980696683161001,0.14057983440301802,0.255879182793591,0.16623389348880502,0.08437239723678401,0.0019107344079170002,0.333459899074028,0.46029101954828205,0.391333104698446,0.23124785654793903,0.0074714614668560005
2020-04-21,Alabama,0.22774344873200203,0.3530305164463,0.26565169729742905,0.14963040988676501,0.003943927637501001,0.142740784743614,0.256330799992651,0.16385059618222902,0.08476994776133101,0.0018984744838900002,0.33529509030002,0.46108433513586305,0.38845237584895403,0.23559455933957502,0.007410174598411001
2020-04-22,Alabama,0.232238546380956,0.35060536839591105,0.26037271340996604,0.152863940620617,0.003919431192548,0.145539503579543,0.254438449619998,0.159428987868135,0.08717672347800501,0.0018862262614130001,0.34025562040308904,0.45802227951668506,0.382205782385831,0.23969771386927402,0.007410174598411001
2020-04-23,Alabama,0.23673364402991,0.348174096234284,0.25509372952250303,0.15609747135446903,0.003901058858833,0.148338222415471,0.252546099247346,0.15501350366528002,0.089577375083441,0.001880102150175,0.345216150506157,0.454960223897506,0.37589794781032404,0.24373962728659,0.007410174598411001
2020-04-24,Alabama,0.23449977953064502,0.347508696291215,0.2520638381265,0.16205109989711403,0.0038765861545240004,0.146985693988535,0.25063078732056204,0.15265053157611,0.09326466121209101,0.0018739895154570002,0.34123756797805105,0.45600411542795505,0.37461417862917,0.24980402724021303,0.007410219979422001
2020-04-25,Alabama,0.23226446523933103,0.34684116407819304,0.24903238449855403,0.168003772475625,0.0038582137082940004,0.145626132967517,0.24871392876390103,0.15029273430993,0.096951398755572,0.0018678653667140001,0.33731811278232304,0.45710646220175305,0.373389348880505,0.25586693449610504,0.007348978491989001
2020-04-26,Alabama,0.23250473093387702,0.339200303759637,0.25209600274363503,0.172371346157379,0.0038276164054700003,0.14497786106671,0.24248715451934302,0.15311078040505302,0.100448902852033,0.001849504247123,0.34093344846803403,0.44804546595871003,0.37633124498582204,0.262972557521419,0.007287781636015
