date,municipality,state,highestsize,minsize,avgsize,violent_protest,curfew_protest,property_damage_protest,police_protest,url_source1,url_source2,countlove,wiki,ipsos
2020-06-02,Beaufort,SouthCarolina,NA,NA,NA,NA,NA,NA,NA,NA,https://www.islandpacket.com/news/local/community/beaufort-news/article243231631.html,1,0,0
2020-06-02,Charleston,SouthCarolina,300,300,300,NA,NA,NA,NA,NA,https://www.live5news.com/2020/06/02/protesters-walking-along-colonial-lake-downtown-charleston/,1,0,0
2020-06-02,Columbia,SouthCarolina,NA,NA,NA,NA,NA,NA,NA,NA,https://www.wistv.com/2020/06/02/live-peaceful-protesters-begin-march-state-house-through-downtown-columbia/,1,0,0
2020-06-02,Greenville,SouthCarolina,NA,NA,NA,NA,NA,NA,NA,NA,https://www.greenvilleonline.com/story/news/local/greenville/downtown/2020/06/04/george-floyd-john-gray-relentless-churchs-urges-unity-wake-protests-over/3140815001/,1,0,0
2020-06-02,NorthMyrtleBeach,SouthCarolina,100,100,100,NA,NA,NA,NA,NA,https://www.myrtlebeachonline.com/news/local/article243197366.html,1,0,0
2020-06-02,Providence,RhodeIsland,0,0,0,0,1,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Rhode_Island,NA,0,1,0
2020-06-02,SanJuan,PuertoRico,NA,NA,NA,NA,NA,NA,NA,NA,https://www.dailykos.com/story/2020/6/3/1950029/-Puerto-Ricans-roll-out-a-guillotine-for-BlackLivesMatter-protest-on-the-island,1,0,0
2020-06-02,Bloomsburg,Pennsylvania,500,100,300,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Pennsylvania,https://www.dailyitem.com/news/snyder_county/valley-residents-in-selinsgrove-bloomsburg-protest-against-floyds-death/article_60f7b4d4-cade-5b77-adf3-8d3d0812e83b.html,1,1,1
2020-06-02,Boyertown,Pennsylvania,100,100,100,NA,NA,NA,NA,NA,https://www.readingeagle.com/news/local/peaceful-support-of-black-lives-matter-and-area-law-enforcement-theme-of-boyertown-rally/article_b53a8fce-a52a-11ea-b996-a3888da932f5.html,1,0,0
2020-06-02,Lancaster,Pennsylvania,100,100,100,NA,NA,NA,NA,NA,https://lancasteronline.com/news/local/lancaster-protesters-choose-peace-outside-agitators-suspected-of-hiding-bricks/article_068e694e-a5d1-11ea-a62f-af1a611ee2bd.html,1,0,0
2020-06-02,NewCastle,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,https://www.ncnewsonline.com/news/local_news/second-downtown-protest-includes-march-through-downtown/collection_51c96d4c-a535-11ea-8c26-6fc2fbeacaac.html,1,0,0
2020-06-02,Philadelphia,Pennsylvania,1000,100,550,1,1,1,1,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Philadelphia,https://www.mic.com/p/philadelphia-finally-removed-its-statue-of-a-racist-homophobic-former-mayor-22954563,1,1,1
2020-06-02,Pittsburgh,Pennsylvania,100,100,100,0,1,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Pennsylvania,https://www.wtae.com/article/sit-in-protest-outside-allegheny-county-jail-in-pittsburgh/32747186,1,1,1
2020-06-02,Pittsburgh,Pennsylvania,100,100,100,0,1,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Pennsylvania,https://www.wtae.com/article/sit-in-protest-outside-allegheny-county-jail-in-pittsburgh/32747186,1,1,1
2020-06-02,Quakertown,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,https://www.mcall.com/news/local/mc-nws-quakertown-protest-20200604-on7goqcfpbbcxlrkt4kayec6zu-story.html,1,0,0
2020-06-02,Selinsgrove,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,https://www.dailyitem.com/news/snyder_county/valley-residents-in-selinsgrove-bloomsburg-protest-against-floyds-death/article_60f7b4d4-cade-5b77-adf3-8d3d0812e83b.html,1,0,0
2020-06-02,Waynesboro,Pennsylvania,70,70,70,NA,NA,NA,NA,NA,https://www.therecordherald.com/news/20200602/group-gathers-for-demonstration-in-waynesboro,1,0,0
2020-06-02,WestChester,Pennsylvania,800,800,800,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Pennsylvania,https://www.dailylocal.com/news/coronavirus/floyd-rally-set-for-thursday-in-west-chester/article_89bc445e-a5df-11ea-b832-fff757c6acaa.html,1,1,0
2020-06-02,York,Pennsylvania,1500,1000,1250,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Pennsylvania,https://www.ydr.com/story/news/2020/06/04/george-floyd-protests-york-teens-hope-community-keeps-momentum-for-change/3133800001/,1,1,0
2020-06-02,Albany,Oregon,1000,1000,1000,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://democratherald.com/news/local/albany-racial-injustice-protest-draws-1-000/article_d2abff40-8875-5dbe-8ed2-0d8bbce6f44d.html,1,1,0
2020-06-02,Bend,Oregon,1000,1000,1000,NA,NA,NA,NA,NA,https://www.bendbulletin.com/localstate/peaceful-protesters-fill-bend-streets-to-rally-against-racial-injustice/article_cd9c5514-a50e-11ea-b6ae-a32e9aa8a52d.html,1,0,0
2020-06-02,Brookings,Oregon,50,100,75,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.currypilot.com/news/peaceful-demonstration-in-support-of-george-floyd-in-brookings-tuesday/article_a0a651e2-a525-11ea-a993-dff5953fe2b6.html,1,1,0
2020-06-02,Eugene,Oregon,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.kezi.com/content/news/10th-day-of-protesting-begins-as-crowd-gathers-in-downtown-Eugene-571085981.html,1,1,0
2020-06-02,ForestGrove,Oregon,300,300,300,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://pamplinmedia.com/fgnt/36-news/468974-379685-forest-grove-residents-rally-for-change,1,1,0
2020-06-02,GrantsPass,Oregon,400,300,350,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,http://www.thedailycourier.com/story.html?i=66582,1,1,0
2020-06-02,LaGrande,Oregon,500,100,300,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.lagrandeobserver.com/news/local/hundreds-protest-in-la-grande/article_9827fa2c-a5d7-11ea-9123-7ba0d0943cb8.html,1,1,0
2020-06-02,McMinnville,Oregon,350,100,225,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://newsregister.com/article?articleTitle=high-school-students-crowd-second-day-of-george-floyd-protest-in-mcminnville--1591146536--37299--news,1,1,0
2020-06-02,Medford,Oregon,NA,NA,NA,NA,NA,NA,NA,NA,https://mailtribune.com/news/top-stories/1-arrest-no-vandalism-reported-in-medford-george-floyd-protest,1,0,0
2020-06-02,Portland,Oregon,11000,11000,11000,NA,NA,NA,NA,NA,https://apnews.com/4a17b21e265257dd9ebaf09cd7272b62,1,0,0
2020-06-02,Tualatin,Oregon,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,NA,0,1,0
2020-06-02,Claremore,Oklahoma,100,100,100,NA,NA,NA,NA,NA,https://www.kjrh.com/news/local-news/claremore-protest-rally-start-and-end-without-incident,1,0,0
2020-06-02,Enid,Oklahoma,12,12,12,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oklahoma,https://www.enidnews.com/news/updated-protesters-march-in-downtown-enid-in-reaction-to-george-floyds-death/article_c7fc818c-a4fb-11ea-a245-3f94124efa42.html,1,1,0
2020-06-02,Norman,Oklahoma,NA,NA,NA,NA,NA,NA,NA,NA,https://oklahoman.com/gallery/6041384/george-floyd-protest-in-norman,1,0,0
2020-06-02,OklahomaCity,Oklahoma,100,100,100,0,0,0,0,NA,https://www.normantranscript.com/news/oklahoma-city-mayor-david-holt-rep-ajay-pittman-join-protesters-tuesday/article_c84854ea-a5aa-11ea-992f-63aeb3a65911.html,1,0,1
2020-06-02,Tulsa,Oklahoma,50,50,50,0,0,0,1,NA,https://www.tulsaworld.com/news/local/watch-now-after-peaceful-protest-at-tulsa-hills-young-protesters-move-to-71st-and-memorial/article_d1094183-c4e4-5674-b6f2-5d5c3bc7030b.html,1,0,1
2020-06-02,Beavercreek,Ohio,NA,NA,NA,0,0,0,1,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Ohio,NA,0,1,1
2020-06-02,Centerville,Ohio,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Ohio,NA,0,1,0
2020-06-02,ChagrinFalls,Ohio,50,50,50,NA,NA,NA,NA,NA,https://www.news5cleveland.com/news/america-in-crisis/the-protest-was-canceled-but-chagrin-falls-businesses-closed-their-doors-and-boarded-up-their-shops,1,0,0
2020-06-02,Cleveland,Ohio,100,100,100,NA,NA,NA,NA,NA,https://www.cleveland.com/crime/2020/06/protesters-and-cleveland-officers-kneel-pray-together-during-george-floyd-demonstration-at-police-station.html,1,0,0
2020-06-02,Columbus,Ohio,1000,1000,1000,0,1,0,0,"https://en.wikipedia.org/wiki/George_Floyd_protests_in_Columbus,_Ohio",NA,0,1,1
2020-06-02,Columbus,Ohio,1000,1000,1000,0,1,0,0,"https://en.wikipedia.org/wiki/George_Floyd_protests_in_Columbus,_Ohio",NA,0,1,1
2020-06-02,Garrettsville,Ohio,10,10,10,NA,NA,NA,NA,NA,https://www.record-courier.com/news/20200603/small-protest-in-garrettsville-aims-to-start-conversation-about-race,1,0,0
2020-06-02,Hudson,Ohio,20,20,20,NA,NA,NA,NA,NA,https://fox8.com/news/demonstrators-protest-in-hudson-call-for-justice/,1,0,0
2020-06-02,Kent,Ohio,100,100,100,NA,NA,NA,NA,NA,https://www.beaconjournal.com/news/20200602/nearly-100-protesters-gather-in-kent-to-demand-end-to-racial-injustices-nationwide,1,0,0
2020-06-02,Lakewood,Ohio,NA,NA,NA,NA,NA,NA,NA,NA,https://www.cleveland.com/community/2020/06/lakewood-mayor-george-said-the-city-shined-bright-during-tuesday-night-visit-by-protesters.html,1,0,0
2020-06-02,Newark,Ohio,100,100,100,NA,NA,NA,NA,NA,https://www.newarkadvocate.com/story/news/2020/06/03/newark-peaceful-protest-against-racism-turns-into-dance-party/5316947002/,1,0,0
2020-06-02,Sandusky,Ohio,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-02,Springboro,Ohio,50,50,50,NA,NA,NA,NA,NA,https://www.daytondailynews.com/news/dozens-protesters-gather-springboro-remember-george-floyd/0I9g9P9bYK0CtbO5TlCYsK/,1,0,0
2020-06-02,VanWert,Ohio,50,50,50,NA,NA,NA,NA,NA,https://www.limaohio.com/news/412622/peaceful-protest-held-in-van-wert,1,0,0
2020-06-02,WestChester,Ohio,NA,NA,NA,NA,NA,NA,NA,NA,https://www.journal-news.com/news/west-chester-officials-explain-curfew-set-while-protest-happened-tuesday/VN2BCay0GveBjSuxDG69JJ/,1,0,0
2020-06-02,Bismarck,NorthDakota,200,200,200,NA,NA,NA,NA,NA,https://www.inforum.com/news/6519462-5-things-to-know-today-Fallen-hero-3-block-ride-Bismarck-protest-Criminal-justice-reform-VFW-restaurant,1,0,0
2020-06-02,Bismarckk,NorthDakota,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-02,Bismark,NorthDakota,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-02,Dickinson,NorthDakota,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_North_Dakota,NA,0,1,0
2020-06-02,Asheboro,NorthCarolina,150,150,150,NA,NA,NA,NA,NA,https://www.courier-tribune.com/news/20200604/trogdon-amazed-at-young-peoples-passion-at-rallies,1,0,0
2020-06-02,Asheville,NorthCarolina,300,300,300,1,0,1,1,https://en.wikipedia.org/wiki/George_Floyd_protests_in_North_Carolina,https://www.citizen-times.com/story/news/local/2020/06/02/asheville-protest-live-george-floyd-nc-tuesday-night/3128396001/,1,1,1
2020-06-02,Burnsville,NorthCarolina,350,350,350,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_North_Carolina,NA,0,1,0
2020-06-02,Charlotte,NorthCarolina,100,100,100,1,0,1,1,NA,https://www.wcnc.com/article/news/local/for-the-fifth-day-in-a-row-hundreds-join-together-for-peaceful-protests-in-charlotte/275-8bfabc08-5d59-4e62-921a-689db4af00af,1,0,1
2020-06-02,Durham,NorthCarolina,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-02,Elkin,NorthCarolina,NA,NA,NA,NA,NA,NA,NA,NA,https://www.mtairynews.com/news/87423/unity-march-planned-in-city,1,0,0
2020-06-02,Fayetteville,NorthCarolina,NA,NA,NA,NA,NA,NA,NA,NA,https://www.fayobserver.com/news/20200603/fayetteville-police-chief-joins-protest-near-cliffdale-road-community,1,0,0
2020-06-02,Greensboro,NorthCarolina,NA,NA,NA,NA,NA,NA,NA,NA,https://myfox8.com/community/greensboro-police-officers-pray-with-protesters/,1,0,0
2020-06-02,Newton,NorthCarolina,NA,NA,NA,NA,NA,NA,NA,NA,https://www.hickoryrecord.com/news/local/we-will-not-be-silent-protesters-march-in-newton-for-end-to-discrimination-police-brutality/article_51379cfc-c02a-54a8-8b17-1aae092922a9.html,1,0,0
2020-06-02,Raleigh,NorthCarolina,NA,NA,NA,0,1,0,0,NA,https://www.newsobserver.com/news/article243205941.html,1,0,1
2020-06-02,SpringHope,NorthCarolina,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.wilsontimes.com/stories/peaceful-protest-unites-residents-police-in-spring-hope,209328",1,0,0
2020-06-02,Sylva,NorthCarolina,200,200,200,NA,NA,NA,NA,NA,http://www.thesylvaherald.com/top_stories/article_30280ca6-a5ae-11ea-bab3-df3832fbb57d.html,1,0,0
2020-06-02,Winston-Salem,NorthCarolina,1000,1000,1000,NA,NA,NA,NA,NA,https://www.journalnow.com/news/local/group-of-protesters-shutdown-u-s-52-after-three-plus-days-of-marching/article_02371576-d0b0-5faf-b2f5-6db6dc5bb1a3.html,1,0,0
2020-06-02,Alfred,NewYork,NA,NA,NA,NA,NA,NA,NA,NA,https://www.wellsvilledaily.com/news/20200603/alfred-protesters-taking-stand,1,0,0
2020-06-02,Batavia,NewYork,NA,NA,NA,NA,NA,NA,NA,NA,https://www.thedailynewsonline.com/news/local/teens-gather-for-batavia-protest-as-city-officials-say-they-stand-in-solidarity-over-floyd/article_c1b1e438-9e61-5411-b5fd-97ed295c5113.html,1,0,0
2020-06-02,Bellmore,NewYork,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.liherald.com/baldwin/stories/black-lives-matter-protest-merrick-day-three,125634",1,0,0
2020-06-02,Binghamton,NewYork,350,350,350,NA,NA,NA,NA,NA,https://www.pressconnects.com/story/news/local/2020/06/04/black-lives-matter-protest-held-near-broome-county-jail/3142593001/,1,0,0
2020-06-02,Bridgehampton,NewYork,1000,1000,1000,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_York_(state),NA,0,1,0
2020-06-02,Bronx,NewYork,NA,NA,NA,0,1,0,1,NA,NA,0,0,1
2020-06-02,Brooklyn,NewYork,2000,2000,2000,1,1,0,0,NA,https://www.amny.com/brooklyn/george-floyd-protesters-gather-for-fifth-day-of-marching-in-brooklyn/,1,0,1
2020-06-02,Brooklyn,NewYork,2000,2000,2000,0,1,0,0,NA,https://www.amny.com/brooklyn/george-floyd-protesters-gather-for-fifth-day-of-marching-in-brooklyn/,1,0,1
2020-06-02,Brooklyn,NewYork,2000,2000,2000,0,1,0,0,NA,https://www.amny.com/brooklyn/george-floyd-protesters-gather-for-fifth-day-of-marching-in-brooklyn/,1,0,1
2020-06-02,Buffalo,NewYork,NA,NA,NA,0,1,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_York_(state),https://www.wgrz.com/article/news/local/young-visionaries-founder-plans-second-protest-against-police-violence/71-4d11756a-5a88-480d-8613-dd7f3a948107,1,1,0
2020-06-02,Commack,NewYork,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-02,Cortland,NewYork,50,50,50,NA,NA,NA,NA,NA,https://cortlandstandard.net/2020/06/03/supporters-of-black-lives-matter-march-in-cortland/,1,0,0
2020-06-02,Freeport,NewYork,100,100,100,NA,NA,NA,NA,NA,http://longisland.news12.com/story/42202648/hundreds-turn-out-to-george-floyd-protests-in-long-beach-freeport,1,0,0
2020-06-02,Geneva,NewYork,NA,NA,NA,NA,NA,NA,NA,NA,https://www.weos.org/post/geneva-naacp-rally-draws-hundreds,1,0,0
2020-06-02,Gloversville,NewYork,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_York_(state),NA,0,1,0
2020-06-02,Huntington,NewYork,NA,NA,NA,NA,NA,NA,NA,NA,https://www.newsday.com/long-island/suffolk/huntington-apologies-facebook-racist-remarks-1.45279277,1,0,0
2020-06-02,LongBeach,NewYork,200,200,200,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_York_(state),http://longisland.news12.com/story/42202648/hundreds-turn-out-to-george-floyd-protests-in-long-beach-freeport,1,1,0
2020-06-02,Manhattan,NewYork,NA,NA,NA,0,1,0,0,NA,NA,0,0,1
2020-06-02,Manhattan,NewYork,NA,NA,NA,0,1,0,0,NA,NA,0,0,1
2020-06-02,Manhattan,NewYork,NA,NA,NA,0,1,0,0,NA,NA,0,0,1
2020-06-02,Manhattan,NewYork,NA,NA,NA,0,1,0,0,NA,NA,0,0,1
2020-06-02,Manhattan,NewYork,NA,NA,NA,0,1,0,0,NA,NA,0,0,1
2020-06-02,Manhattan,NewYork,NA,NA,NA,0,1,0,0,NA,NA,0,0,1
2020-06-02,Merrick,NewYork,150,150,150,0,0,0,1,NA,"https://www.liherald.com/baldwin/stories/tense-protest-ends-peacefully-in-merrick,125554",1,0,1
2020-06-02,Newburgh,NewYork,100,100,100,NA,NA,NA,NA,NA,https://www.recordonline.com/news/20200603/newburgh-silent-protest-gives-way-to-peaceful-expression-hundreds-show-up-to-demonstrate,1,0,0
2020-06-02,NewYork,NewYork,6500,6500,6500,NA,NA,NA,NA,NA,https://www.northjersey.com/story/news/new-york/2020/06/02/george-floyd-new-york-protesters-looters-have-nothing-do-us/3125968001/,1,0,0
2020-06-02,NewYorkCity,NewYork,1000,1000,1000,1,1,1,1,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_York_City,NA,0,1,0
2020-06-02,Olean,NewYork,NA,NA,NA,NA,NA,NA,NA,NA,http://www.salamancapress.com/coronavirus/county-posts-two-more-covid-19-cases-one-attended-olean-rally-june-2/article_0ea4b37a-acc2-11ea-adc7-3b5f229c1ab4.html,1,0,0
2020-06-02,Pelham,NewYork,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_York_(state),NA,0,1,0
2020-06-02,Potsdam,NewYork,1000,1000,1000,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_York_(state),NA,0,1,0
2020-06-02,Poughkeepsie,NewYork,1000,1000,1000,0,0,0,0,NA,https://www.poughkeepsiejournal.com/story/news/local/2020/06/02/george-floyd-timeline-protest-poughkeepsie/3129800001/,1,0,1
2020-06-02,Queens,NewYork,NA,NA,NA,0,1,0,0,NA,"https://www.liherald.com/fivetowns/stories/cedarhurst-lawrence-place-a-curfewto-address-safety-concerns-amid-far-rockaway-protest-march,125539",1,0,1
2020-06-02,Queens,NewYork,NA,NA,NA,0,1,0,0,NA,"https://www.liherald.com/fivetowns/stories/cedarhurst-lawrence-place-a-curfewto-address-safety-concerns-amid-far-rockaway-protest-march,125539",1,0,1
2020-06-02,Rhinebeck,NewYork,200,200,200,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_York_(state),https://www.news10.com/news/young-people-protest-peacefully-in-rhinebeck/,1,1,0
2020-06-02,SaranacLake,NewYork,500,500,500,NA,NA,NA,NA,NA,https://www.pressrepublican.com/news/police-charge-local-man-for-alleged-threat-to-shoot-protesters/article_4b5f084c-a61e-11ea-8643-2fd39709cd5b.html,1,0,0
2020-06-02,StatenIsland,NewYork,20,20,20,NA,NA,NA,NA,NA,https://www.youtube.com/watch?v=B67zfGJ2BaI,1,0,0
2020-06-02,Syracuse,NewYork,NA,NA,NA,NA,NA,NA,NA,NA,https://www.syracuse.com/news/2020/06/syracuse-protesters-shake-off-hecklers-on-north-side-during-protest.html,1,0,0
2020-06-02,Tarrytown,NewYork,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_York_(state),NA,0,1,0
2020-06-02,Warwick,NewYork,150,150,150,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_York_(state),NA,0,1,0
2020-06-02,Yonkers,NewYork,NA,NA,NA,0,0,1,0,NA,http://westchester.news12.com/story/42202540/my-brothers-keeper-organizes-peaceful-rally-in-yonkers,1,0,1
2020-06-02,Yonkers,NewYork,NA,NA,NA,0,0,0,0,NA,http://westchester.news12.com/story/42202540/my-brothers-keeper-organizes-peaceful-rally-in-yonkers,1,0,1
2020-06-02,Alamogordo,NewMexico,NA,NA,NA,NA,NA,NA,NA,NA,https://www.alamogordonews.com/story/news/local/community/2020/06/02/alamogordo-police-investigating-rumors-non-peaceful-protests-antifa/3125251001/,1,0,0
2020-06-02,LasCruces,NewMexico,100,100,100,NA,NA,NA,NA,NA,https://www.lcsun-news.com/story/news/2020/06/03/black-lives-matter-protesters-las-cruces-gather-peaceful-vigil-george-floyd/3131791001/,1,0,0
2020-06-02,Caldwell,NewJersey,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_Jersey,NA,0,1,0
2020-06-02,Clifton,NewJersey,400,100,250,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_Jersey,https://www.northjersey.com/story/news/passaic/clifton/2020/06/02/george-floyd-protest-nj-watch-live-hundreds-rally-clifton/3127590001/,1,1,0
2020-06-02,Cranford,NewJersey,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_Jersey,https://www.nj.com/news/2020/06/nj-has-had-dozens-of-george-floyd-protests-so-far-heres-whats-happened-at-them.html,1,1,0
2020-06-02,FreeholdTownship,NewJersey,300,300,300,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_Jersey,NA,0,1,0
2020-06-02,HighlandPark,NewJersey,1000,1000,1000,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_Jersey,https://www.mycentraljersey.com/story/news/local/2020/06/03/george-floyd-nj-protesters-march-his-honor-highland-park/3132244001/,1,1,0
2020-06-02,Hightstown,NewJersey,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_Jersey,NA,0,1,0
2020-06-02,JerseyCity,NewJersey,1000,1000,1000,NA,NA,NA,NA,NA,https://www.nj.com/hudson/2020/06/another-peaceful-jersey-city-rally-marches-on-city-hall.html,1,0,0
2020-06-02,Montclair,NewJersey,NA,NA,NA,NA,NA,NA,NA,NA,https://www.montclairlocal.news/2020/06/02/george-floyd-protests-march-rally-montclair-nj/,1,0,0
2020-06-02,Moorestown,NewJersey,1000,1000,1000,NA,NA,NA,NA,NA,https://www.courierpostonline.com/story/news/2020/06/02/hundreds-take-stand-against-racism-at-mooretown-protest/3125656001/,1,0,0
2020-06-02,Newark,NewJersey,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-02,OceanCity,NewJersey,1000,100,550,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_Jersey,https://www.nj.com/cape-may-county/2020/06/we-support-them-cops-join-1000-peaceful-protesters-at-the-jersey-shore.html,1,1,0
2020-06-02,Princeton,NewJersey,1000,1000,1000,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_Jersey,NA,0,1,1
2020-06-02,RioGrande,NewJersey,NA,NA,NA,NA,NA,NA,NA,NA,https://www.nj.com/news/2020/06/nj-has-had-dozens-of-george-floyd-protests-so-far-heres-whats-happened-at-them.html,1,0,0
2020-06-02,SomersPoint,NewJersey,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_Jersey,NA,0,1,0
2020-06-02,SouthBrunswick,NewJersey,500,500,500,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_Jersey,https://nj1015.com/police-prosecutor-help-lead-george-floyd-protest-in-toms-river/,1,1,0
2020-06-02,TomsRiver,NewJersey,200,150,175,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_Jersey,http://newjersey.news12.com/story/42199643/toms-river-police-chief-leads-the-way-in-peaceful-protest-honoring-george-floyd,1,1,0
2020-06-02,Willingboro,NewJersey,1000,1000,1000,NA,NA,NA,NA,NA,https://www.burlingtoncountytimes.com/news/20200602/willingboro-peaceful-protest-not-rsquoan-event-but-momentrsquo,1,0,0
2020-06-02,Manchester,NewHampshire,100,100,100,1,0,1,1,NA,https://www.concordmonitor.com/Unrest-on-South-Willow-Street--The-peaceful-protest-has-ended--34596105,1,0,1
2020-06-02,LasVegas,Nevada,200,200,200,NA,NA,NA,NA,NA,https://www.rgj.com/story/news/crime/2020/06/02/las-vegas-protest-george-floyd-black-lives-matter-edgar-samaniego/3127098001/,1,0,0
2020-06-02,Columbus,Nebraska,NA,NA,NA,0,0,0,0,NA,https://journalstar.com/something-good-protesters-law-enforcement-come-together-in-peace-after-columbus-rally/article_6db6c63a-4701-5b8f-920f-b1d0b8d6b30c.html,1,0,1
2020-06-02,GrandIsland,Nebraska,100,100,100,1,0,0,1,NA,https://www.theindependent.com/news/local/demonstrators-peacefully-protest-march-in-downtown-grand-island/article_80a13f4e-a555-11ea-aabc-77c6eacb18e5.html,1,0,1
2020-06-02,Harvard,Nebraska,50,50,50,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Nebraska,https://www.omaha.com/news/local/from-grand-island-to-chadron-towns-across-nebraska-rally-silence-is-violence/article_48fb898e-15dc-5394-a836-945c8eca211d.html,1,1,1
2020-06-02,Kearney,Nebraska,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Nebraska,NA,0,1,0
2020-06-02,Lincoln,Nebraska,NA,NA,NA,0,0,0,0,NA,https://journalstar.com/news/local/we-are-our-own-solution-to-our-problems-lincoln-youth-lead-local-protest-movement/article_3274f870-0735-5bc4-804d-cdc7efab61db.html,1,0,1
2020-06-02,Omaha,Nebraska,100,100,100,0,1,0,0,NA,https://www.omaha.com/news/local/downtown-protest-turns-deeply-personal-before-ending-peacefully-and-in-time-for-curfew/article_d35e50bb-bfd7-54d2-9606-5522bab2e6d4.html,1,0,1
2020-06-02,Missoula,Montana,100,100,100,0,0,0,0,NA,https://missoulacurrent.com/government/2020/06/protesters-missoula-floyd/,1,0,1
2020-06-02,KansasCity,Missouri,100,100,100,0,0,0,0,NA,https://www.kansascity.com/news/local/article243217136.html,1,0,1
2020-06-02,Kirksville,Missouri,250,250,250,NA,NA,NA,NA,NA,https://www.kirksvilledailyexpress.com/news/20200602/kirksville-residents-peacefully-protest-racism-police-brutality,1,0,0
2020-06-02,Springfield,Missouri,320,320,320,0,0,0,0,NA,https://www.ozarksfirst.com/local-news/springfield-protesters-share-why-they-protest/,1,0,1
2020-06-02,St.Louis,Missouri,NA,NA,NA,1,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Missouri,NA,0,1,0
2020-06-02,Jackson,Mississippi,150,150,150,NA,NA,NA,NA,NA,https://www.clarionledger.com/story/news/2020/06/01/jackson-ms-protest-peaceful-gov-reeves-vows-action-against-violence/5309018002/,1,0,0
