date,municipality,state,highestsize,minsize,avgsize,violent_protest,curfew_protest,property_damage_protest,police_protest,url_source1,url_source2,countlove,wiki,ipsos
2020-05-31,Salida,Colorado,20,20,20,NA,NA,NA,NA,NA,http://www.themountainmail.com/free_content/image_7fcde664-a431-11ea-8322-579920917b92.html,1,0,0
2020-05-31,Vail,Colorado,50,50,50,NA,NA,NA,NA,NA,https://www.vaildaily.com/news/peaceful-protest-in-support-of-black-lives-matter-planned-tonight-in-vail/,1,0,0
2020-05-31,Wellington,Colorado,NA,NA,NA,NA,NA,NA,NA,NA,https://www.coloradoan.com/story/news/2020/06/04/colorado-march-george-floyd-death-wellington-community-law-enforcement-unites/3135027001/,1,0,0
2020-05-31,Bakersfield,California,NA,NA,NA,NA,NA,NA,NA,NA,https://www.kget.com/news/local-news/bpd-one-arrested-for-dui-set-off-illegal-firework-near-protest-no-information-if-associated-with-protesters/,1,0,0
2020-05-31,Benicia,California,200,200,200,NA,NA,NA,NA,NA,https://www.timesheraldonline.com/vallejo-mayor-says-no-curfew-planned-as-city-braces-for-another-night-of-protesting,1,0,0
2020-05-31,Chino,California,35,35,35,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,0
2020-05-31,ChinoHills,California,300,100,200,0,1,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.dailybulletin.com/hundreds-protest-death-of-george-floyd-in-chino-hills,1,1,1
2020-05-31,Cloverdale,California,50,50,50,NA,NA,NA,NA,NA,http://www.sonomawest.com/cloverdale_reveille/plaza-protest-may-31/article_4f74abc0-a395-11ea-b474-3b0325d92835.html,1,0,0
2020-05-31,Coronado,California,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,0
2020-05-31,Encinitas,California,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.encinitasadvocate.com/news/story/2020-06-01/peaceful-protest-held-in-encinitas-for-george-floyd,1,1,0
2020-05-31,Fresno,California,3000,3000,3000,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.fresnobee.com/news/local/article243136506.html,1,1,1
2020-05-31,Hayward,California,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-05-31,Hemet,California,100,100,100,0,0,1,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,0
2020-05-31,HuntingtonBeach,California,500,500,500,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://losangeles.cbslocal.com/2020/05/31/unlawful-assembly-declared-in-huntington-beach-after-protesters-block-traffic-on-pch/,1,1,1
2020-05-31,Irvine,California,12,12,12,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,0
2020-05-31,JoshuaTree/TwentyninePalms/YuccaValley,California,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,0
2020-05-31,LaCañadaFlintridge,California,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,0
2020-05-31,LagunaBeach,California,NA,NA,NA,NA,NA,NA,NA,NA,https://www.ocregister.com/small-laguna-beach-demonstration-opposes-racism-marks-death-of-george-floyd,1,0,0
2020-05-31,LakeTahoe,California,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,0
2020-05-31,LaMesa,California,NA,NA,NA,1,1,1,1,NA,NA,0,0,1
2020-05-31,LongBeach,California,1000,100,550,0,0,1,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.presstelegram.com/protesters-march-in-long-beach-in-response-to-george-floyds-death,1,1,1
2020-05-31,LosAngeles,California,NA,NA,NA,NA,NA,NA,NA,NA,https://www.latimes.com/california/story/2020-06-02/we-are-tired-we-are-the-majority-we-will-be-heard-voices-from-the-protests,1,0,0
2020-05-31,Marysville,California,12,12,12,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,0
2020-05-31,Modesto,California,500,100,300,1,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.modbee.com/latest-news/article243144226.html,1,1,1
2020-05-31,Modesto,California,500,100,300,1,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.modbee.com/latest-news/article243144226.html,1,1,1
2020-05-31,Montclair,California,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,0
2020-05-31,Monterey,California,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-05-31,MorenoValley,California,200,200,200,NA,NA,NA,NA,NA,https://www.pe.com/man-arrested-on-suspicion-of-vandalism-during-moreno-valley-george-floyd-march,1,0,0
2020-05-31,MountainView,California,NA,NA,NA,NA,NA,NA,NA,NA,https://www.almanacnews.com/news/2020/06/01/weekend-demonstrations-extend-into-monday-as-peninsula-residents-protest-death-of-george-floyd,1,0,0
2020-05-31,Napa,California,300,300,300,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://napavalleyregister.com/news/local/police-napa-protest-and-march-against-police-violence-ended-peacefully-after-8-hours/article_4f983eb0-1837-533d-9785-8cab88989cea.html,1,1,1
2020-05-31,Oakland,California,4000,4000,4000,0,1,1,0,NA,https://www.ktvu.com/news/emotions-run-high-as-people-emerge-from-quarantine-to-protest-justice-and-racial-equality,1,0,1
2020-05-31,Oroville,California,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.actionnewsnow.com/content/news/Protestors-gathered-together-for-a-silent-march-in-Oroville-for-George-Floyd-570910981.html,1,1,0
2020-05-31,Palmdale,California,200,200,200,1,0,1,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.nbc-2.com/story/42268124/deputy-saves-baby-that-was-choking-during-black-lives-matter-protest,1,1,0
2020-05-31,PaloAlto,California,NA,NA,NA,NA,NA,NA,NA,NA,https://www.almanacnews.com/news/2020/06/01/weekend-demonstrations-extend-into-monday-as-peninsula-residents-protest-death-of-george-floyd,1,0,0
2020-05-31,Paramount,California,NA,NA,NA,NA,NA,NA,NA,NA,https://www.dailynews.com/small-peaceful-protest-gathering-in-paramount-urges-justice-for-george-floyd,1,0,0
2020-05-31,Pasadena,California,200,200,200,NA,NA,NA,NA,NA,https://www.pasadenastarnews.com/pasadena-has-a-pre-protest-to-its-protest-of-george-floyd-death,1,0,0
2020-05-31,Petaluma,California,NA,NA,NA,0,1,0,0,NA,NA,0,0,1
2020-05-31,Poway,California,75,75,75,NA,NA,NA,NA,NA,https://www.10news.com/news/local-news/north-county-news/demonstrators-gather-in-poway-to-protest-police-brutality,1,0,0
2020-05-31,RanchoPalosVerdes,California,100,100,100,NA,NA,NA,NA,NA,https://www.dailybreeze.com/100-protesters-at-trump-national-golf-course-urge-justice-for-george-floyd,1,0,0
2020-05-31,Redlands,California,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,0
2020-05-31,Ridgecrest,California,65,65,65,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,0
2020-05-31,Roseville,California,NA,NA,NA,NA,NA,NA,NA,NA,https://www.sacbee.com/news/local/article243164241.html,1,0,0
2020-05-31,Sacramento,California,800,800,800,NA,NA,NA,NA,NA,https://www.sacbee.com/news/local/article243140876.html,1,0,0
2020-05-31,SanBernardino,California,300,100,200,1,0,1,1,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.sbsun.com/hundreds-march-through-downtown-san-bernardino-in-george-floyd-protest,1,1,0
2020-05-31,SanClemente,California,700,700,700,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.ocregister.com/hundreds-protest-george-floyds-death-ahead-of-evening-curfew-in-santa-ana,1,1,1
2020-05-31,SanDiego,California,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.latimes.com/california/story/2020-05-31/peaceful-protest-prompts-closure-of-i-5-in-san-diego,1,1,1
2020-05-31,SanDiego,California,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.latimes.com/california/story/2020-05-31/peaceful-protest-prompts-closure-of-i-5-in-san-diego,1,1,1
2020-05-31,SanFrancisco,California,3000,3000,3000,NA,NA,NA,NA,NA,https://www.sfexaminer.com/news/3000-protesters-march-in-san-francisco-protest/,1,0,0
2020-05-31,SanLuisObispo,California,200,200,200,NA,NA,NA,NA,NA,https://keyt.com/lifestyle/community/2020/05/31/act-now-for-justice-rally-set-for-san-luis-obispo/,1,0,0
2020-05-31,SanRafael,California,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,0
2020-05-31,SantaAna,California,1500,1500,1500,0,1,0,0,NA,https://www.ocregister.com/santa-ana-orders-another-curfew-saturday-to-begin-two-hours-after-planned-protest,1,0,1
2020-05-31,SantaBarbara,California,NA,NA,NA,NA,NA,NA,NA,NA,https://keyt.com/lifestyle/community/2020/05/31/act-now-for-justice-rally-set-for-san-luis-obispo/,1,0,0
2020-05-31,SantaBarbera,California,NA,NA,NA,0,1,0,0,NA,NA,0,0,1
2020-05-31,SantaCruz,California,NA,NA,NA,0,1,0,0,NA,https://www.ktvu.com/news/emotions-run-high-as-people-emerge-from-quarantine-to-protest-justice-and-racial-equality,1,0,1
2020-05-31,SantaMaria,California,400,400,400,1,1,1,1,NA,https://www.sanluisobispo.com/news/local/crime/article243164971.html,1,0,1
2020-05-31,SantaMonica,California,700,100,400,1,1,1,1,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.dailynews.com/santa-monica-moves-up-curfew-to-4-p-m-amid-large-protest-reports-of-looting,1,1,1
2020-05-31,SantaMonica,California,700,100,400,1,1,1,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.dailynews.com/santa-monica-moves-up-curfew-to-4-p-m-amid-large-protest-reports-of-looting,1,1,1
2020-05-31,SantaRosa,California,NA,NA,NA,1,0,1,1,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,0
2020-05-31,Seaside,California,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-05-31,Stockton,California,200,200,200,0,1,0,0,NA,https://www.abc10.com/article/news/local/stockton/stockton-police-chief-talks-about-george-floyd-protests/103-621315bf-874c-4677-a116-ef8fb383371d,1,0,1
2020-05-31,Torrance,California,200,100,150,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.dailybreeze.com/after-torrance-declares-curfew-100-protest-death-of-george-floyd-at-city-hall,1,1,1
2020-05-31,Tracy,California,100,100,100,0,1,0,0,NA,https://www.ttownmedia.com/tracy_press/news/nonviolent-demonstration-echoes-protests-across-country/article_03f657fa-a45f-11ea-afe4-e36057339cf7.html,1,0,1
2020-05-31,Ukiah,California,200,200,200,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.ukiahdailyjournal.com/more-than-200-protest-at-mendocino-county-courthouse,1,1,0
2020-05-31,Vacaville,California,NA,NA,NA,NA,NA,NA,NA,NA,https://www.dailyrepublic.com/all-dr-news/solano-news/vacaville/hundreds-protest-in-vacaville-in-memory-of-george-floyd-to-support-blm-movement/,1,0,0
2020-05-31,Victorville,California,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.vvdailypress.com/news/20200531/victorville-rally-draws-dozens-protesting-george-floydrsquos-death-and-others,1,1,0
2020-05-31,Visalia,California,NA,NA,NA,NA,NA,NA,NA,NA,https://www.visaliatimesdelta.com/story/news/2020/05/31/visalia-protester-you-can-protest-justice-peace/5302836002/,1,0,0
2020-05-31,Watsonville,California,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,0
2020-05-31,Whittier,California,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,1
2020-05-31,Willits,California,50,50,50,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,0
2020-05-31,Woodland,California,200,150,175,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.dailydemocrat.com/generally-peaceful-protest-in-woodland-over-death-of-george-floyd,1,1,0
2020-05-31,Conway,Arkansas,NA,NA,NA,0,0,0,1,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arkansas,NA,0,1,0
2020-05-31,ElDorado,Arkansas,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arkansas,NA,0,1,0
2020-05-31,FortSmith,Arkansas,50,100,75,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arkansas,https://www.swtimes.com/news/20200531/scores-of-fort-smith-demonstrators-protest-george-floyd-death,1,1,1
2020-05-31,Jonesboro,Arkansas,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arkansas,https://www.kait8.com/2020/06/01/traffic-alert-south-main-street-closed-rally/,1,1,1
2020-05-31,LittleRock,Arkansas,NA,NA,NA,1,1,1,1,NA,https://www.arkansasonline.com/news/2020/jun/03/watch-live-1-pm-gov-address-law-enforcement-respon/,1,0,1
2020-05-31,Russellville,Arkansas,200,200,200,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arkansas,NA,0,1,0
2020-05-31,Phoenix,Arizona,NA,NA,NA,1,1,1,1,NA,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/06/01/updates-5th-night-protests-phoenix-monday/5313606002/,1,0,1
2020-05-31,Tucson,Arizona,100,100,100,0,0,1,1,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arizona,NA,0,1,1
2020-05-31,Yuma,Arizona,600,600,600,NA,NA,NA,NA,NA,https://www.yumasun.com/news/yumans-peacefully-protest-over-the-weekend/article_84b63426-a3c6-11ea-90af-f34eac390a92.html,1,0,0
2020-05-31,Kodiak,Alaska,NA,NA,NA,NA,NA,NA,NA,NA,https://www.alaskapublic.org/2020/06/04/from-kotzebue-to-ketchikan-alaskans-protested-the-killing-of-george-floyd-calling-for-justice/,1,0,0
2020-05-31,Auburn,Alabama,500,100,300,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alabama,https://www.oanow.com/news/local/watch-now-auburn-community-comes-together-for-peaceful-protest/article_99875f8e-e3e0-5ee8-91fa-5a08c3f66377.html,1,1,0
2020-05-31,Birmingham,Alabama,1000,1000,1000,1,1,1,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alabama,https://www.wvtm13.com/article/crowds-cause-property-damage-in-downtown-birmingham-sunday-night/32725954#,1,1,0
2020-05-31,Cullman,Alabama,30,30,30,NA,NA,NA,NA,NA,https://www.cullmantimes.com/news/group-gathers-at-depot-park-to-protest-death-of-george-floyd/article_ce79cfe2-a389-11ea-b35c-0706fcbe7a9e.html,1,0,0
2020-05-31,Decatur,Alabama,400,400,400,0,0,0,0,NA,https://www.decaturdaily.com/news/morgan_county/decatur/hundreds-gather-in-peaceful-protest-in-decatur/article_050aefa4-a979-510b-93d3-505332b41363.html,1,0,1
2020-05-31,Dothan,Alabama,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alabama,https://www.wtvy.com/content/news/Peaceful-protest-on-steps-of-Houston-County-Courthouse-in-Dothan-570913141.html,1,1,0
2020-05-31,Florence,Alabama,20,20,20,0,0,0,0,NA,https://whnt.com/news/shoals/peaceful-protest-held-in-florence-in-response-to-the-death-of-george-floyd/,1,0,1
2020-05-31,Gadsden,Alabama,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-05-31,Hoover,Alabama,NA,NA,NA,1,0,1,1,NA,NA,0,0,1
2020-05-31,Huntsville,Alabama,NA,NA,NA,0,0,0,1,NA,NA,0,0,1
2020-05-31,Mobile,Alabama,1000,1000,1000,1,0,1,1,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alabama,https://www.al.com/news/2020/06/mobile-city-council-praises-peaceful-protests-but-asks-residents-to-stay-home-rather-than-cause-unrest.html,1,1,1
2020-05-31,Montgomery,Alabama,NA,NA,NA,NA,NA,NA,NA,NA,https://www.wtvy.com/content/news/Peaceful-protest-on-steps-of-Houston-County-Courthouse-in-Dothan-570913141.html,1,0,0
2020-05-31,Troy,Alabama,NA,NA,NA,NA,NA,NA,NA,NA,https://www.wtvy.com/content/news/Peaceful-protest-on-steps-of-Houston-County-Courthouse-in-Dothan-570913141.html,1,0,0
2020-05-31,Tuscaloosa,Alabama,400,1000,700,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alabama,https://www.tuscaloosanews.com/news/20200602/more-rallies-for-racial-justice-coming-this-week,1,1,0
2020-06-01,Cheyenne,Wyoming,NA,NA,NA,0,0,1,0,NA,NA,0,0,1
2020-06-01,Riverton,Wyoming,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-01,Appleton,Wisconsin,200,200,200,NA,NA,NA,NA,NA,https://www.postcrescent.com/story/news/2020/06/01/appleton-protest-brings-hundreds-downtown-rally-george-floyd/5310816002/,1,0,0
2020-06-01,EauClaire,Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,https://www.leadertelegram.com/covid-19/officials-significant-risk-of-spreading-virus-at-rallies-masks-recommended/article_55ee32bc-7606-5288-95c9-dabc33bf621c.html,1,0,0
2020-06-01,GreenBay,Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,https://www.greenbaypressgazette.com/story/news/2020/06/02/protetsters-gather-downtown-green-bay-silent-vigil-wake-george-floyd-killing/3127233001/,1,0,0
2020-06-01,Madison,Wisconsin,1000,1000,1000,1,1,1,1,NA,https://www.dailycardinal.com/article/2020/06/after-13-hours-of-peaceful-protest-riots-break-out-in-madison-for-the-third-straight-night,1,0,1
2020-06-01,Milwaukee,Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,https://www.jsonline.com/story/news/2020/06/03/milwaukee-madison-protests-george-floyd-live-updates-june-3/3132530001/,1,0,0
2020-06-01,Racine,Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,https://journaltimes.com/news/local/more-than-60-images-from-mondays-rally-in-racine/collection_eb501889-4254-5b9c-ae5b-28e0db66bc29.html,1,0,0
2020-06-01,Waukesha,Wisconsin,100,100,100,NA,NA,NA,NA,NA,https://fox6now.com/2020/06/01/marchers-take-to-streets-in-waukesha-protest-officer-involved-death-of-george-floyd/,1,0,0
2020-06-01,Charleston,WestVirginia,NA,NA,NA,NA,NA,NA,NA,NA,https://www.wsaz.com/content/news/Police-ask-protesters-to-continue-without-laying-in-intersections-570967491.html,1,0,0
2020-06-01,Chehalis,Washington,300,300,300,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),NA,0,1,0
2020-06-01,Edmonds,Washington,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),NA,0,1,0
2020-06-01,Ellensburg,Washington,200,200,200,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),https://www.dailyrecordnews.com/news/person-with-covid-19-attended-protest-marches/article_299bac17-c3cc-54d6-ade9-173382ed16b7.html,1,1,0
2020-06-01,FridayHarbor,Washington,200,150,175,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),https://sanjuanislander.com/news-articles/people/31205/peaceful-protest-in-friday-harbor,1,1,0
2020-06-01,Kirkland,Washington,75,75,75,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),NA,0,1,0
2020-06-01,Longview,Washington,210,210,210,NA,NA,NA,NA,NA,https://tdn.com/news/local/no-problems-at-longview-city-hall-protest/article_1ec45bff-1582-5b6c-a220-8deea90dfe4a.html,1,0,0
2020-06-01,Olympia,Washington,150,150,150,NA,NA,NA,NA,NA,https://www.theolympian.com/news/local/article243187031.html,1,0,0
2020-06-01,Renton,Washington,200,200,200,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),https://www.heraldnet.com/northwest/george-floyd-protest-turns-chaotic-on-seattles-capitol-hill/,1,1,0
2020-06-01,Seattle,Washington,200,200,200,1,1,1,1,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),https://www.heraldnet.com/northwest/george-floyd-protest-turns-chaotic-on-seattles-capitol-hill/,1,1,0
2020-06-01,Snohomish,Washington,NA,NA,NA,1,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),NA,0,1,0
2020-06-01,Spokane,Washington,NA,NA,NA,NA,NA,NA,NA,NA,https://www.kxly.com/let-me-help-you-guys-help-us-how-one-protest-leader-hopes-to-see-change-happen/,1,0,0
2020-06-01,Stanwood,Washington,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),NA,0,1,0
2020-06-01,Tacoma,Washington,1000,1000,1000,NA,NA,NA,NA,NA,https://www.thenewstribune.com/news/local/crime/article243199346.html,1,0,0
2020-06-01,Wenatchee,Washington,300,300,300,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),NA,0,1,0
2020-06-01,Yakima,Washington,200,100,150,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),https://www.yakimaherald.com/news/local/dont-shoot-justice-now-yakima-marchers-protest-the-death-of-george-floyd/article_1622796e-730a-5399-a74f-8346cd2ac364.html,1,1,0
2020-06-01,Blacksburg,Virginia,300,200,250,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Virginia,https://www.roanoke.com/news/nrv/watch-now-hundreds-gather-for-peaceful-protest-in-blacksburg/article_1fd8bbfd-9137-58ef-af10-0cf10d7c3a0d.html,1,1,1
2020-06-01,Bristol,Virginia,200,200,200,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Virginia,NA,0,1,0
2020-06-01,Chesterfield,Virginia,20,20,20,NA,NA,NA,NA,NA,https://www.progress-index.com/news/20200602/county-students-protest-send-message-to-state-senator,1,0,0
2020-06-01,Culpeper,Virginia,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-01,Danville,Virginia,24,100,62,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Virginia,https://www.godanriver.com/news/local/watch-now-were-in-this-together-danville-police-chief-says-as-city-leaders-protesters-march/article_a4370d80-b332-5e6f-8154-4e11113931e1.html,1,1,1
2020-06-01,Fredericksburg,Virginia,NA,NA,NA,0,0,0,1,NA,https://www.starexponent.com/news/culpeper-reacts-to-death-of-george-floyd-peaceful-protest-in-warrenton/article_9b126756-51e1-54e3-ae69-64fee0ecdf47.html,1,0,1
2020-06-01,Gainesville,Virginia,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-01,Harrisonburg,Virginia,1000,1000,1000,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Virginia,https://www.whsv.com/content/news/Harrisonburg-protesters-hold-silent-march--570932801.html,1,1,1
2020-06-01,Lynchburg,Virginia,250,250,250,1,0,1,1,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Virginia,https://www.newsadvance.com/news/local/lynchburg-police-shots-fired-during-miller-park-protest-but-no-one-hit/article_2b2e0420-2f0e-5a59-9090-ddc81738b988.html,1,1,0
2020-06-01,Norfolk,Virginia,200,200,200,NA,NA,NA,NA,NA,https://www.pilotonline.com/news/vp-nw-portsmouth-police-discipline-20200609-7hfygd3lebanzdur3ltbboaqe4-story.html,1,0,0
2020-06-01,NorthSuffolk,Virginia,140,140,140,NA,NA,NA,NA,NA,https://www.suffolknewsherald.com/2020/06/01/peaceful-protest-for-floyd-justice/,1,0,0
2020-06-01,Norton,Virginia,80,24,52,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Virginia,https://www.timesnews.net/Politics/2020/06/02/Wise-County-protest-over-George-Floyd-death-draws-wide-range-of-people.html,1,1,0
2020-06-01,Richmond,Virginia,500,100,300,1,1,1,1,"https://en.wikipedia.org/wiki/George_Floyd_protests_in_Richmond,_Virginia",https://www.richmond.com/news/local/watch-now-hundreds-march-in-downtown-richmond-on-fourth-night-of-protests-police-and-mayor/article_52b7b0bc-64f0-58d9-a99a-155252639273.html,1,1,1
2020-06-01,Richmond,Virginia,500,100,300,1,1,1,1,"https://en.wikipedia.org/wiki/George_Floyd_protests_in_Richmond,_Virginia",https://www.richmond.com/news/local/watch-now-hundreds-march-in-downtown-richmond-on-fourth-night-of-protests-police-and-mayor/article_52b7b0bc-64f0-58d9-a99a-155252639273.html,1,1,1
2020-06-01,Roanoke,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,https://www.roanoke.com/news/crime/roanoke-police-did-not-know-march-would-follow-saturdays-rally-chief-says/article_98545902-2d44-5af7-8e59-1c2b02ce9eda.html,1,0,0
2020-06-01,Suffolk,Virginia,140,140,140,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Virginia,NA,0,1,0
2020-06-01,Williamsburg,Virginia,100,100,100,NA,NA,NA,NA,NA,https://www.dailypress.com/virginiagazette/va-vg-blm-protestors-0603-20200602-o3didokuljge5jfnwkhc5sefqm-story.html,1,0,0
2020-06-01,Rutland,Vermont,NA,NA,NA,NA,NA,NA,NA,NA,https://vtdigger.org/2020/06/01/covid-19-roundup-2-new-cases-safety-guidelines-urged-for-protesters/,1,0,0
2020-06-01,Ogden,Utah,7,7,7,NA,NA,NA,NA,NA,https://www.standard.net/news/local/george-floyds-death-spurs-some-ogden-demonstrators-to-action-mainly-sign-waving/article_8e6634f0-8f65-5f24-92b3-b5bf9064d2d4.html,1,0,0
2020-06-01,ParkCity,Utah,300,300,300,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Utah,https://www.parkrecord.com/news/park-city-peacefully-rallies-against-hate-racism-amid-outcry-after-killing-of-george-floyd/,1,1,0
2020-06-01,SaltLakeCity,Utah,1000,1000,1000,NA,NA,NA,NA,NA,https://www.deseret.com/utah/2020/6/1/21277478/utah-salt-lake-city-police-brutality-protest-curfew-weeklong-george-floyd,1,0,0
2020-06-01,Arlington,Texas,NA,NA,NA,1,0,1,1,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Texas,https://www.star-telegram.com/news/local/arlington/article243469606.html,1,1,1
2020-06-01,Athens,Texas,280,280,280,NA,NA,NA,NA,NA,https://www.athensreview.com/news/protesters-gather-on-square-peaceful-demonstration-brings-athenians-together/article_e2a2ea98-a5c9-11ea-8043-bb03fcd5fd06.html,1,0,0
2020-06-01,Austin,Texas,NA,NA,NA,0,0,0,0,NA,https://www.usatoday.com/story/news/nation/2020/06/03/george-floyd-protests-quincy-mason-minneapolis-washington-curfew/3134191001/,1,0,1
2020-06-01,Beaumont,Texas,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-01,BigSpring,Texas,40,40,40,NA,NA,NA,NA,NA,https://www.bigspringherald.com/news/making-their-voices-heard---day-2-of-peaceful-protest-in-big-spring/article_ed910cba-a4d8-11ea-9823-7b77aa6176c2.html,1,0,0
2020-06-01,Brenham,Texas,50,50,50,NA,NA,NA,NA,NA,http://www.brenhambanner.com/news/brenhamites-protest-george-floyds-death/article_26c90748-d5a8-5f5d-8089-85d99bd386e3.html,1,0,0
