"","Date","Location","Attendees","Event (legacy; see tags)","Tags","Curated","Source","Total Articles","City","State Name","State Code","NAME","STNAME","SUMLEV","STATE","COUNTY","PLACE","COUSUB","CONCIT","PRIMGEO_FLAG","FUNCSTAT","CENSUS2010POP","ESTIMATESBASE2010","POPESTIMATE2010","POPESTIMATE2011","POPESTIMATE2012","POPESTIMATE2013","POPESTIMATE2014","POPESTIMATE2015","POPESTIMATE2016","POPESTIMATE2017","POPESTIMATE2018","POPESTIMATE2019"
"1218",2020-06-01,"Colorado Springs, CO",250,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://gazette.com/news/live-coverage-colorado-springs-commissioners-support-peaceful-protests-petition-to-remove-police-chief-niski-circulates/article_dd574254-a4fd-11ea-ac84-4392deadd5e1.html",3,"Colorado Springs","Colorado","CO","Colorado Springs","Colorado","162","08","000","16000","00000","00000",0,"A","416427",417447,420685,427434,432782,438146,442361,449572,458714,465167,472567,478221
"1219",2020-06-01,"Jacksonville, AL",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.annistonstar.com/news/local/jacksonville-sets-curfew-at-city-parks-after-public-square-protest/article_4c6e290c-a524-11ea-ba38-c3360c802481.html",1,"Jacksonville","Alabama","AL","Jacksonville","Alabama","162","01","000","38272","00000","00000",0,"A","12548",13175,13185,13108,13120,12904,12833,12741,12670,12618,12628,12544
"1220",2020-06-01,"Veterans Square, Bradford, PA",40,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.oleantimesherald.com/news/dozens-gather-for-peaceful-protest-at-veterans-square-copy/article_77b8bba2-eb06-548b-9b8c-1620e210f0af.html",1,"Veterans Square, Bradford","Pennsylvania","PA","Bradford","Pennsylvania","162","42","000","08040","00000","00000",0,"A","8770",8802,8775,8722,8688,8638,8595,8512,8395,8362,8280,8210
"1221",2020-06-01,"Pawleys Island, SC",100,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.postandcourier.com/georgetown/community/no-justice-no-peace-teenager-leads-peaceful-protest-in-honor-of-george-floyds-death/article_185f8605-6a03-5a99-821e-5496b1379365.html",2,"Pawleys Island","South Carolina","SC","Pawleys Island","South Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222",2020-06-01,"Painesville, OH",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.cleveland.com/crime/2020/06/large-police-presence-surrounds-clevelands-first-district-station-ahead-of-protest-of-george-floyd-killing-law-enforcement-brutality.html",2,"Painesville","Ohio","OH","Painesville","Ohio","162","39","000","59416","00000","00000",0,"A","19563",19531,19529,19592,19540,19901,19874,19839,19789,19819,19853,19886
"1223",2020-06-01,"East Cleveland, OH",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.cleveland.com/crime/2020/06/large-police-presence-surrounds-clevelands-first-district-station-ahead-of-protest-of-george-floyd-killing-law-enforcement-brutality.html",2,"East Cleveland","Ohio","OH","East Cleveland","Ohio","162","39","000","23380","00000","00000",0,"A","17843",17859,17824,17703,17617,17567,17498,17405,17311,17190,17081,16964
"1224",2020-06-01,"Fayetteville, AR",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.nwaonline.com/news/2020/jun/02/fayetteville-council-meeting-postponed-/",1,"Fayetteville","Arkansas","AR","Fayetteville","Arkansas","162","05","000","23290","00000","00000",0,"A","73580",73580,73962,75604,76969,78652,80417,82332,83620,85587,86615,87590
"1225",2020-06-01,"Bentonville, AR",1500,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.nwaonline.com/news/2020/jun/03/bentonville-s-peaceful-protest-ends-in-/",3,"Bentonville","Arkansas","AR","Bentonville","Arkansas","162","05","000","05320","00000","00000",0,"A","35301",35356,35859,37227,38747,40472,42001,44743,47166,49399,51103,54909
"1226",2020-06-01,"Atlanta, GA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.news4jax.com/news/2020/06/02/georgia-gov-kemp-on-protests-violence-and-destruction-is-unacceptable/",2,"Atlanta","Georgia","GA","Atlanta","Georgia","162","13","000","04000","00000","00000",0,"A","420003",427059,429410,437812,449016,453990,461154,468303,479174,491670,498183,506811
"1227",2020-06-01,"Hammond, LA",75,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.hammondstar.com/news/a-rally-for-change/article_04f60e2c-aa41-5b72-baf5-37739f17d5c0.html",1,"Hammond","Louisiana","LA","Hammond","Louisiana","162","22","000","32755","00000","00000",0,"A","20019",20007,19991,20004,20088,20199,20223,20315,20408,20430,20764,21437
"1228",2020-06-01,"Greensboro, NC",100,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.greensboro.com/news/local_news/watch-now-downtown-greensboro-peaceful-after-curfew-small-protest-crowd-overnight/article_00d5723a-1343-57a0-b706-8fc2884a4816.html",2,"Greensboro","North Carolina","NC","Greensboro","North Carolina","162","37","000","28000","00000","00000",0,"A","269666",268936,269598,272430,276041,279244,282261,284610,289182,291537,294518,296710
"1229",2020-06-01,"Pierre, SD",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://kelo.com/news/articles/2020/jun/02/armed-police-protecting-capitol-in-pierre-fearing-unrest/1024540/",1,"Pierre","South Dakota","SD","Pierre","South Dakota","162","46","000","49600","00000","00000",0,"A","13646",13646,13683,13858,13896,13898,14027,13981,13987,14005,14000,13867
"1230",2020-06-01,"Valley Stream, NY",200,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.liherald.com/stories/elmont-valley-stream-residents-hold-protest-against-police-violence,125533",2,"Valley Stream","New York","NY","Valley Stream","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231",2020-06-01,"Aberdeen, SD",60,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.aberdeennews.com/news/local/police-no-problems-reported-as-monday-protest-remains-peaceful/article_0b26b724-a47b-11ea-b0c7-cf1654800b4f.html",1,"Aberdeen","South Dakota","SD","Aberdeen","South Dakota","162","46","000","00100","00000","00000",0,"A","26091",26112,26223,26445,26958,27472,27650,27777,28185,28490,28456,28257
"1232",2020-06-01,"Caribou, ME",40,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://thecounty.me/2020/06/02/news/peaceful-protest-for-george-floyd-held-in-caribou/",1,"Caribou","Maine","ME","Caribou","Maine","162","23","000","10565","00000","00000",0,"A","8189",8189,8167,8124,8046,7971,7915,7832,7739,7679,7621,7593
"1233",2020-06-01,"Duncan, OK",20,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.swoknews.com/news/duncan-police-stand-beside-protesters-at-rally/article_ea875502-e942-5007-aaee-a003f108903b.html",1,"Duncan","Oklahoma","OK","Duncan","Oklahoma","162","40","000","21900","00000","00000",0,"A","23431",23418,23439,23431,23302,23341,23123,23125,22815,22477,22361,22344
"1234",2020-06-01,"Glenwood Springs, CO",85,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.postindependent.com/news/glenwood-springs-joins-in-growing-movement-seeking-justice-for-george-floyd/",2,"Glenwood Springs","Colorado","CO","Glenwood Springs","Colorado","162","08","000","30780","00000","00000",0,"A","9614",9580,9524,9509,9611,9747,9743,9795,9930,9927,9954,9930
"1235",2020-06-01,"Wichita, KS",100,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www2.ljworld.com/news/state-region/2020/jun/02/7-arrested-in-protest-at-topeka-police-headquarters/",2,"Wichita","Kansas","KS","Wichita","Kansas","162","20","000","79000","00000","00000",0,"A","382368",382437,382745,383773,385751,387210,388416,389412,390519,390277,389231,389938
"1236",2020-06-01,"Rotary Park, Ludington, MI",30,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.shorelinemedia.net/ludington_daily_news/news/local/civil-protest-takes-place-in-rotary-park-on-monday/article_c62ce884-8907-5894-8e37-0798a911e6e5.html",1,"Rotary Park, Ludington","Michigan","MI","Ludington","Michigan","162","26","000","49640","00000","00000",0,"A","8076",8074,8078,8038,8037,8029,8033,8018,8016,8035,8126,8108
"1237",2020-06-01,"Chandler, AZ",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.12news.com/article/news/community/chandler-police-officer-seen-handing-out-water-to-protesters/75-6207e34b-ded0-4b56-8c06-756ad8ada6d5",1,"Chandler","Arizona","AZ","Chandler","Arizona","162","04","000","12000","00000","00000",0,"A","236123",236157,236454,236834,237660,239888,240888,243679,247845,253599,257186,261165
"1238",2020-06-01,"Jackson, MI",400,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.mlive.com/news/jackson/2020/06/man-who-allegedly-tried-to-set-patrol-car-on-fire-during-jackson-protest-sought-by-police.html",1,"Jackson","Michigan","MI","Jackson","Michigan","162","26","000","41420","00000","00000",0,"A","33534",33477,33429,33235,33191,33128,33020,32929,32716,32702,32566,32440
"1239",2020-06-01,"Shrewsbury, MA",40,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.communityadvocate.com/2020/06/02/resident-gather-in-shrewsbury-to-peacefully-protest-racial-inequality/",1,"Shrewsbury","Massachusetts","MA","Shrewsbury","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240",2020-06-01,"Reagan Park, Palestine, TX",50,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.palestineherald.com/news/dozens-in-palestine-peacefully-protest-floyds-death/article_5e6fe68c-a47e-11ea-b865-975f8d9b4296.html",1,"Reagan Park, Palestine","Texas","TX","Palestine","Texas","162","48","000","54708","00000","00000",0,"A","18712",18713,18708,18585,18486,18364,18183,18072,18122,18103,17885,17730
"1241",2020-06-01,"Narrowsburg, NY",50,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://riverreporter.com/stories/narrowsburg-holds-demonstration,37566",1,"Narrowsburg","New York","NY","Narrowsburg","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242",2020-06-01,"Friday Harbor, WA",200,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://sanjuanislander.com/news-articles/people/31205/peaceful-protest-in-friday-harbor",1,"Friday Harbor","Washington","WA","Friday Harbor","Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243",2020-06-01,"Shirley, NY",100,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","http://longisland.news12.com/story/42199335/police-2-arrested-in-large-protest-that-closed-roads-in-shirley",2,"Shirley","New York","NY","Shirley","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244",2020-06-01,"Fredonia, NY",10,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.observertoday.com/news/local-region/2020/06/peaceful-protest-held-in-downtown-fredonia/",2,"Fredonia","New York","NY","Fredonia","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245",2020-06-01,"Sarasota, FL",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.mysuncoast.com/2020/06/02/protest-utc-shows-solidarity-between-protesters-scso/",1,"Sarasota","Florida","FL","Sarasota","Florida","162","12","000","64175","00000","00000",0,"A","51917",52107,52219,52527,52954,53149,54015,54956,56440,57185,57746,58285
"1246",2020-06-01,"Johnson City, TN",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.johnsoncitypress.com/law-enforcement/2020/06/12/As-demonstrators-push-for-change-Jonesborough-police-chief-says-there-s-always-room-for-improvement.html?ti=",2,"Johnson City","Tennessee","TN","Johnson City","Tennessee","162","47","000","38320","00000","00000",0,"A","63152",63383,63528,63951,64370,64706,65106,65497,66140,66164,66759,66906
"1247",2020-06-01,"Tyler, TX",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://tylerpaper.com/peaceful-protest-supports-black-lives-matter-movement-protests-police-brutality/collection_ffafdac2-a48b-11ea-aac8-1fb24d829c89.html",1,"Tyler","Texas","TX","Tyler","Texas","162","48","000","74144","00000","00000",0,"A","96900",96852,97140,98015,98941,99730,101557,102712,103904,104738,105668,106985
"1248",2020-06-01,"Olympia, WA",150,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.theolympian.com/news/local/article243187031.html",3,"Olympia","Washington","WA","Olympia","Washington","162","53","000","51300","00000","00000",0,"A","46478",46884,47067,47696,48089,48473,49327,49849,50732,51660,52508,52882
"1249",2020-06-01,"Upland, CA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.dailybulletin.com/armed-man-threatens-demonstrators-in-upland-is-later-arrested",2,"Upland","California","CA","Upland","California","162","06","000","81344","00000","00000",0,"A","73732",73718,73884,74465,74933,75188,75542,75970,76374,76778,76833,77140
"1250",2020-06-01,"Fireman's Park, Brenham, TX",50,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","http://www.brenhambanner.com/news/brenhamites-protest-george-floyds-death/article_26c90748-d5a8-5f5d-8089-85d99bd386e3.html",1,"Fireman's Park, Brenham","Texas","TX","Brenham","Texas","162","48","000","10156","00000","00000",0,"A","15716",15809,15830,16105,16045,16220,16310,16655,16722,16818,17568,17863
"1251",2020-06-01,"Canton, OH",300,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.indeonline.com/news/20200601/peace-and-protest-in-canton-for-fourth-straight-night",3,"Canton","Ohio","OH","Canton","Ohio","162","39","000","12000","00000","00000",0,"A","73007",73403,73427,73181,73147,72915,72634,72173,71629,71156,70752,70447
"1252",2020-06-01,"Las Cruces, NM",100,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://kvia.com/news/new-mexico/2020/06/01/watch-live-hundreds-of-george-floyd-protesters-on-streets-of-las-cruces/",1,"Las Cruces","New Mexico","NM","Las Cruces","New Mexico","162","35","000","39380","00000","00000",0,"A","97618",97706,98284,100212,101045,101238,101192,101113,101313,101963,102812,103432
"1253",2020-06-01,"Fort Collins, CO",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.coloradoan.com/story/news/2020/06/02/george-floyd-protesters-march-through-old-town-fort-collins-colorado/3125374001/",1,"Fort Collins","Colorado","CO","Fort Collins","Colorado","162","08","000","27425","00000","00000",0,"A","143986",144879,145268,146673,149508,152668,156804,160991,163004,165541,168324,170243
"1254",2020-06-01,"Gaithersburg, MD",100,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.wusa9.com/article/news/local/dc/george-floyd-protests-gaithersburg-highway-marching/65-5020d60d-0937-40e7-96f7-0afa7122699b",1,"Gaithersburg","Maryland","MD","Gaithersburg","Maryland","162","24","000","31175","00000","00000",0,"A","59933",59899,60185,61440,63037,65673,66518,67081,67587,67987,68070,67985
"1255",2020-06-01,"City Hall, Vacaville, CA",500,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.dailyrepublic.com/all-dr-news/solano-news/vacaville/hundreds-protest-in-vacaville-in-memory-of-george-floyd-to-support-blm-movement/",1,"City Hall, Vacaville","California","CA","Vacaville","California","162","06","000","81554","00000","00000",0,"A","92428",92422,92557,93225,93660,94023,95394,96224,97994,99604,99949,100670
"1256",2020-06-01,"Southington, CT",200,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.myrecordjournal.com/News/Southington/Southington-News/Hundreds-march-in-Southington-to-protest-George-Floyd-killing.html",1,"Southington","Connecticut","CT","Southington","Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257",2020-06-01,"Renton, WA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.heraldnet.com/northwest/george-floyd-protest-turns-chaotic-on-seattles-capitol-hill/",1,"Renton","Washington","WA","Renton","Washington","162","53","000","57745","00000","00000",0,"A","90927",91912,92351,94131,95941,97090,98588,100455,101513,101981,101787,101751
"1258",2020-06-01,"York, PA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.yorkdispatch.com/story/news/local/2020/06/01/york-city-protests-floyd-death-rowdy-but-mostly-nonviolent-manner/5310180002/",2,"York","Pennsylvania","PA","York","Pennsylvania","162","42","000","87048","00000","00000",0,"A","43718",43807,43863,43756,43690,44029,43970,44048,44057,44053,44022,43932
"1259",2020-06-01,"Lubbock, TX",200,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.lubbockonline.com/news/20200601/walking-together-lubbock-police-leaders-march-with-citizens-in-stand-against-racist-violence",1,"Lubbock","Texas","TX","Lubbock","Texas","162","48","000","45000","00000","00000",0,"A","229573",229943,231105,233928,236361,239708,244350,247950,251387,254432,256469,258862
"1260",2020-06-01,"Kokomo, IN",10,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.kokomotribune.com/news/local_news/tensions-briefly-flare-at-monday-protest-downtown/article_ca35d09e-a469-11ea-b409-931e676487b9.html",1,"Kokomo","Indiana","IN","Kokomo","Indiana","162","18","000","40392","00000","00000",0,"A","45468",58187,58193,58208,58212,58204,58158,57980,57762,57858,57922,58020
"1261",2020-06-01,"Cortland, NY",300,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://cortlandstandard.net/2020/06/03/supporters-of-black-lives-matter-march-in-cortland/",2,"Cortland","New York","NY","Cortland","New York","162","36","000","18388","00000","00000",0,"A","19204",19184,19177,19298,19096,19159,19048,18862,18762,18717,18657,18670
"1262",2020-06-01,"Troy, Detroit, MI",200,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.freep.com/story/news/local/michigan/oakland/2020/06/01/troy-rallies-somerset-brutality-racial-injustice/5313607002/",2,"Troy, Detroit","Michigan","MI","Detroit","Michigan","162","26","000","22000","00000","00000",0,"A","713777",713898,711131,705118,700183,691868,682609,679410,677143,674631,672977,670031
"1263",2020-06-01,"Bloomington, IN",150,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.idsnews.com/article/2020/06/bloomington-protests-continue-monday-night-with-downtown-march",1,"Bloomington","Indiana","IN","Bloomington","Indiana","162","18","000","05860","00000","00000",0,"A","80405",80293,80612,81497,82160,82457,83162,83596,84387,84837,85139,85755
"1264",2020-06-01,"Geneva, NY",100,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.fltimes.com/news/police-join-in-second-geneva-protest/article_97f46a86-d9de-5bb9-9bba-8ca4a8c7acbc.html",3,"Geneva","New York","NY","Geneva","New York","162","36","000","28640","00000","00000",0,"A","13261",13272,13205,13233,13191,13176,13115,12986,12755,12800,12725,12631
"1265",2020-06-01,"Marquette, MI",100,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.miningjournal.net/news/front-page-news/2020/06/monday-protest-draws-hundreds/",1,"Marquette","Michigan","MI","Marquette","Michigan","162","26","000","51900","00000","00000",0,"A","21355",21366,21356,21406,21514,21488,21484,21296,20558,20627,20644,20995
"1266",2020-06-01,"Williamsburg, VA",100,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.dailypress.com/virginiagazette/va-vg-blm-protestors-0603-20200602-o3didokuljge5jfnwkhc5sefqm-story.html",1,"Williamsburg","Virginia","VA","Williamsburg","Virginia","162","51","000","86160","00000","00000",0,"A","14068",13700,13727,14109,14526,14617,14580,14800,14884,14994,15002,14954
"1267",2020-06-01,"Miami County Courthouse, Troy, OH",200,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.tdn-net.com/news/84026/troy-protest-sees-tensions-but-ends-with-peace",1,"Miami County Courthouse, Troy","Ohio","OH","Troy","Ohio","162","39","000","77588","00000","00000",0,"A","25058",25179,25177,25240,25290,25363,25519,25574,25692,25848,26052,26281
"1268",2020-06-01,"Vigo County Courthouse, Terre Haute, IN",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.journalgazette.net/news/local/indiana/20200602/7-arrested-in-terre-haute-300-march-peacefully-in-carmel",3,"Vigo County Courthouse, Terre Haute","Indiana","IN","Terre Haute","Indiana","162","18","000","75428","00000","00000",0,"A","60785",60785,60787,60993,61176,60921,60785,60596,60683,60816,60775,60622
"1269",2020-06-01,"Carmel, Indianapolis, IN",300,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.journalgazette.net/news/local/indiana/20200602/7-arrested-in-terre-haute-300-march-peacefully-in-carmel",2,"Carmel, Indianapolis","Indiana","IN","Indianapolis","Indiana","170","18","000","00000","00000","36000",0,"A","829718",829709,830841,836991,844910,854203,859730,863319,868704,873179,880739,886220
"1270",2020-06-01,"Chesterfield, VA",20,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.progress-index.com/news/20200602/county-students-protest-send-message-to-state-senator",1,"Chesterfield","Virginia","VA","Chesterfield","Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271",2020-06-01,"Salinas, CA",100,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.thecalifornian.com/story/news/2020/06/02/california-residents-kneel-george-floyd-protests-monday/5313164002/",1,"Salinas","California","CA","Salinas","California","162","06","000","64224","00000","00000",0,"A","150441",150607,150887,152412,153815,154958,155717,156244,156830,156463,155647,155465
"1272",2020-06-01,"Yakima, WA",150,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.yakimaherald.com/news/local/dont-shoot-justice-now-yakima-marchers-protest-the-death-of-george-floyd/article_1622796e-730a-5399-a74f-8346cd2ac364.html",1,"Yakima","Washington","WA","Yakima","Washington","162","53","000","80010","00000","00000",0,"A","91067",91273,91637,92605,92654,92713,92790,92953,93429,93500,93548,93637
"1273",2020-06-01,"Waynesville, NC",75,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.themountaineer.com/news/black-lives-matter-demonstrators-march-in-waynesville/article_4a84c370-a48f-11ea-8149-eb5fcf134303.html",1,"Waynesville","North Carolina","NC","Waynesville","North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274",2020-06-01,"Murray State University, Murray, KY",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.murrayledger.com/news/local/community-members-hold-protest-march-vigil/article_a39bc10e-a456-11ea-a5a0-779e6c5cc842.html",2,"Murray State University, Murray","Kentucky","KY","Murray","Kentucky","162","21","000","54642","00000","00000",0,"A","17741",17735,17846,18047,18305,18646,18643,19014,19045,19170,19284,19327
"1275",2020-06-01,"Westland, MI",20,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.hometownlife.com/story/news/local/westland/2020/06/01/protesters-protest-outside-westland-police-department/5313913002/",1,"Westland","Michigan","MI","Westland","Michigan","162","26","000","86000","00000","00000",0,"A","84094",84150,83959,83518,83334,82659,82628,82321,82115,81940,81752,81511
"1276",2020-06-01,"Longview, TX",80,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.news-journal.com/news/local/young-people-march-in-longview-to-protest-police-brutality/article_51d0f4bc-a473-11ea-b308-33e41d40fb11.html",2,"Longview","Texas","TX","Longview","Texas","162","48","000","43888","00000","00000",0,"A","80455",80423,80565,81024,81190,81249,81253,81717,81378,80980,81191,81631
"1277",2020-06-01,"Pampa, FL",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","http://thepampanews.com/news/pampa-citizens-meet-peacefully-protest-police-brutality-show-support-blm-movement",1,"Pampa","Florida","FL","Pampa","Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278",2020-06-01,"Medford, OR",1000,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.kdrv.com/content/news/Medford-Police-summarizes-Monday-protest-one-arrest-and-an-ongoing-investigation-570990951.html",3,"Medford","Oregon","OR","Medford","Oregon","162","41","000","47000","00000","00000",0,"A","74907",74992,75043,75617,76153,76840,77763,78990,80174,81191,82333,83072
"1279",2020-06-01,"Reidsville, NC",100,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.greensboro.com/rockingham_now/news/walker-arrested-after-pulling-pistol-in-squabble-near-reidsville-protest/article_b475c8cd-dbd9-5107-a699-739a72912e63.html",1,"Reidsville","North Carolina","NC","Reidsville","North Carolina","162","37","000","55900","00000","00000",0,"A","14520",14463,14454,14362,14235,14058,13999,13939,13840,13847,13989,13987
"1280",2020-06-01,"Sumter, SC",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.theitem.com/stories/sumter-walmart-closes-amid-riot-rumors-as-protesters-try-to-separate-themselves,346270",1,"Sumter","South Carolina","SC","Sumter","South Carolina","162","45","000","70405","00000","00000",0,"A","40524",40520,40553,40392,40470,40401,40315,40091,39985,39688,39600,39642
"1281",2020-06-01,"Spokane, WA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.kxly.com/let-me-help-you-guys-help-us-how-one-protest-leader-hopes-to-see-change-happen/",1,"Spokane","Washington","WA","Spokane","Washington","162","53","000","67000","00000","00000",0,"A","208916",209455,209525,209042,209304,210036,211095,212545,215191,217415,219332,222081
"1282",2020-06-01,"Charleston, WV",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.wsaz.com/content/news/Police-ask-protesters-to-continue-without-laying-in-intersections-570967491.html",1,"Charleston","West Virginia","WV","Charleston","West Virginia","162","54","000","14600","00000","00000",0,"A","51400",51340,51274,50992,50858,50657,50133,49457,48789,48040,47172,46536
"1283",2020-06-01,"Valencia, CA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://signalscv.com/2020/06/city-responds-to-rumors-about-continuing-protests/",1,"Valencia","California","CA","Valencia","California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284",2020-06-01,"Grand Island, NE",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.theindependent.com/news/local/demonstrators-peacefully-protest-march-in-downtown-grand-island/article_80a13f4e-a555-11ea-aabc-77c6eacb18e5.html",1,"Grand Island","Nebraska","NE","Grand Island","Nebraska","162","31","000","19595","00000","00000",0,"A","48520",48655,48819,49401,49905,50323,50887,50959,51182,51128,51219,51267
"1285",2020-06-01,"Nacogdoches, TX",8,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.ktre.com/2020/06/02/community-members-protest-police-brutality-outside-stephen-f-austin/",1,"Nacogdoches","Texas","TX","Nacogdoches","Texas","162","48","000","50256","00000","00000",0,"A","32996",32854,32926,33692,33668,33430,33388,33460,33468,33242,32957,32877
