"","Date","Location","Attendees","Event (legacy; see tags)","Tags","Curated","Source","Total Articles","City","State Name","State Code","NAME","STNAME","SUMLEV","STATE","COUNTY","PLACE","COUSUB","CONCIT","PRIMGEO_FLAG","FUNCSTAT","CENSUS2010POP","ESTIMATESBASE2010","POPESTIMATE2010","POPESTIMATE2011","POPESTIMATE2012","POPESTIMATE2013","POPESTIMATE2014","POPESTIMATE2015","POPESTIMATE2016","POPESTIMATE2017","POPESTIMATE2018","POPESTIMATE2019"
"455",2020-05-30,"Juneau, AK",250,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.alaskapublic.org/2020/05/30/death-of-george-floyd-sparks-solidarity-rallies-across-alaska/",7,"Juneau","Alaska","AK","Juneau","Alaska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",2020-05-30,"Middletown, OH",30,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.journal-news.com/news/crime--law/small-protest-middletown-ends-with-rocks-thrown-after-dark-saturday/IOE8i7OVjotqhr6AmSjmkL/",3,"Middletown","Ohio","OH","Middletown","Ohio","162","39","000","49840","00000","00000",0,"A","48694",48696,48743,48731,48683,48661,48758,48737,48896,48849,48842,48807
"457",2020-05-30,"Anacortes, WA",80,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.goskagit.com/anacortes/anacortes-protest-takes-turn-for-worse/article_9a6dafca-a2e4-11ea-b805-1f560c912d61.html",2,"Anacortes","Washington","WA","Anacortes","Washington","162","53","000","01990","00000","00000",0,"A","15778",15768,15764,15852,15877,15953,16186,16388,16657,16990,17246,17527
"458",2020-05-30,"Wagner Park, Aspen, CO",9,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.aspentimes.com/news/taking-a-stand-aspen-locals-peacefully-protest-speak-out-about-death-of-george-floyd/",2,"Wagner Park, Aspen","Colorado","CO","Aspen","Colorado","162","08","000","03620","00000","00000",0,"A","6658",6748,6750,6739,6781,6843,6970,7279,7511,7476,7478,7401
"459",2020-05-30,"Knoxville, TN",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.nhregister.com/news/article/Clean-up-efforts-underway-after-violent-Nashville-15306437.php",4,"Knoxville","Tennessee","TN","Knoxville","Tennessee","162","47","000","40000","00000","00000",0,"A","178874",178134,178258,179955,181093,181779,182631,184046,184986,186905,187362,187603
"460",2020-05-30,"Middletown, CT",100,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.middletownpress.com/middletown/article/Hundreds-turn-out-for-incident-free-rally-march-15306477.php",2,"Middletown","Connecticut","CT","Middletown","Connecticut","162","09","000","47290","00000","00000",0,"A","47648",47648,47654,47742,47568,47321,47119,46744,46670,46476,46431,46258
"461",2020-05-30,"Lake Oswego, OR",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.peninsuladailynews.com/news/rioting-after-peaceful-protest-leads-to-curfew-for-seattle/",1,"Lake Oswego","Oregon","OR","Lake Oswego","Oregon","162","41","000","40550","00000","00000",0,"A","36619",36758,36813,37049,37284,37475,37842,38282,38699,39280,39524,39822
"462",2020-05-30,"Homer, NY",40,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://cortlandstandard.net/2020/05/31/black-lives-matter-protest-comes-to-homer/",1,"Homer","New York","NY","Homer","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",2020-05-30,"Hathaway Bridge, Panama City, FL",20,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.mypanhandle.com/news/a-small-group-gathers-on-the-hathaway-bridge-to-protest/",1,"Hathaway Bridge, Panama City","Florida","FL","Panama City","Florida","162","12","000","54700","00000","00000",0,"A","36484",34660,34721,34779,35150,35702,36450,37056,37187,37164,37107,34667
"464",2020-05-30,"Lansing, MI",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.freep.com/story/news/local/michigan/2020/05/31/rand-rapids-violent-clashes/5297886002/",2,"Lansing","Michigan","MI","Lansing","Michigan","162","26","000","46000","00000","00000",0,"A","114297",114265,114321,114559,114661,114734,115093,115324,116569,117730,117931,118210
"465",2020-05-30,"Memorial Park, Rapid City, SD",100,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://rapidcityjournal.com/news/one-arrested-at-secondary-protest-police-grateful-for-peaceful-demonstrators/article_2c5c9387-30f9-56b0-9c55-5e25d4437592.html",1,"Memorial Park, Rapid City","South Dakota","SD","Rapid City","South Dakota","162","46","000","52980","00000","00000",0,"A","67956",68994,69154,69587,70739,71730,72995,73370,74116,75237,76170,77503
"466",2020-05-30,"Haskell Park, Rockford, IL",300,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.rrstar.com/news/20200530/rockford-protest-turns-into-riot-with-physical-clashes-looting",5,"Haskell Park, Rockford","Illinois","IL","Rockford","Illinois","162","17","000","65000","00000","00000",0,"A","152871",153285,153147,152129,151258,150608,149378,148465,147796,147008,146307,145609
"467",2020-05-30,"Lubbock, TX",200,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.kcbd.com/2020/05/30/lubbock-protesters-demand-action-response-death-george-floyd/",4,"Lubbock","Texas","TX","Lubbock","Texas","162","48","000","45000","00000","00000",0,"A","229573",229943,231105,233928,236361,239708,244350,247950,251387,254432,256469,258862
"468",2020-05-30,"Circus Square Park, Bowling Green, KY",100,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.bgdailynews.com/news/black-lives-matter-protest-draws-more-than-100-to-bowling-green/article_6010f06e-639e-537b-8218-ee76877fc00e.html",2,"Circus Square Park, Bowling Green","Kentucky","KY","Bowling Green","Kentucky","162","21","000","08902","00000","00000",0,"A","58067",59407,59727,60357,61294,62698,63528,64940,66087,67866,68633,70543
"469",2020-05-30,"Santa Rosa, CA",50,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.sfchronicle.com/bayarea/article/George-Floyd-Protests-live-updates-Oakland-quiet-15305914.php",2,"Santa Rosa","California","CA","Santa Rosa","California","162","06","000","70098","00000","00000",0,"A","167815",175038,175238,176243,177093,178684,180585,181485,181909,181596,176750,176753
"470",2020-05-30,"Vallejo, CA",100,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.timesheraldonline.com/vallejo-mayor-says-no-curfew-planned-as-city-braces-for-another-night-of-protesting",2,"Vallejo","California","CA","Vallejo","California","162","06","000","81666","00000","00000",0,"A","115942",115914,116137,116709,117599,118550,119602,120477,120949,121546,121677,121692
"471",2020-05-30,"Missouri City, TX",20,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.houstonchronicle.com/news/houston-texas/houston/article/Peaceful-rally-held-for-man-slain-by-undercover-15305954.php",1,"Missouri City","Texas","TX","Missouri City","Texas","162","48","000","48804","00000","00000",0,"A","67358",66534,66905,67441,68107,69314,71076,73611,74359,74617,74834,75457
"472",2020-05-30,"Park Square, Pittsfield, MA",100,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://theberkshireedge.com/hundreds-pack-park-square-to-protest-police-brutality-and-racial-injustice/",2,"Park Square, Pittsfield","Massachusetts","MA","Pittsfield","Massachusetts","162","25","000","53960","00000","00000",0,"A","44737",44743,44716,44411,44411,44127,43824,43366,43036,42765,42541,42142
"473",2020-05-30,"Salem, OR",200,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.statesmanjournal.com/story/news/2020/05/31/police-use-tear-gas-disperse-protesters-downtown-salem-curfew-instituted/5298432002/",3,"Salem","Oregon","OR","Salem","Oregon","162","41","000","64900","00000","00000",0,"A","154637",154931,155247,156171,157369,158814,160675,163175,166478,169627,172646,174365
"474",2020-05-30,"Geddes, NY",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.nny360.com/news/statenews/fewer-than-10-arrested-no-one-seriously-injured-after-syracuse-protest-police-chief-says/article_0d0121c5-23cf-54ba-ba01-f3f502ee0920.html",1,"Geddes","New York","NY","Geddes","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",2020-05-30,"Provo, UT",20,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.heraldextra.com/news/local/central/provo/utah-county-citizens-oppose-police-brutality-in-car-caravan-protest/article_8ccc0237-e71f-5f8d-93e8-82eb9d72d123.html",1,"Provo","Utah","UT","Provo","Utah","162","49","000","62470","00000","00000",0,"A","112488",112487,112923,115191,115559,116119,115378,114596,116627,117583,116630,116618
"476",2020-05-30,"Richmond, VA",100,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.wtvr.com/news/local-news/capitol-police-officers-hit-with-bat-beer-bottle-during-richmond-protest",5,"Richmond","Virginia","VA","Richmond","Virginia","162","51","000","67000","00000","00000",0,"A","204214",204375,204302,206391,210794,213860,217044,220856,225369,227230,229221,230436
"477",2020-05-30,"Oxnard, CA",300,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.vcstar.com/story/news/local/2020/05/30/hundreds-march-through-oxnard-protest-george-floyd-death/5292622002/",1,"Oxnard","California","CA","Oxnard","California","162","06","000","54652","00000","00000",0,"A","197899",198047,198539,199968,201105,202835,204560,206228,207455,208831,209271,208881
"478",2020-05-30,"City Hall, Ventura, CA",50,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.vcstar.com/story/news/local/2020/05/30/hundreds-march-through-oxnard-protest-george-floyd-death/5292622002/",1,"City Hall, Ventura","California","CA","Ventura","California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",2020-05-30,"Thousand Oaks, CA",250,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.vcstar.com/story/news/local/2020/05/30/hundreds-march-through-oxnard-protest-george-floyd-death/5292622002/",1,"Thousand Oaks","California","CA","Thousand Oaks","California","162","06","000","78582","00000","00000",0,"A","126683",126490,126732,127325,127657,128224,128636,128632,128480,128229,127279,126813
"480",2020-05-30,"Simi Valley, CA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.vcstar.com/story/news/local/2020/05/30/hundreds-march-through-oxnard-protest-george-floyd-death/5292622002/",2,"Simi Valley","California","CA","Simi Valley","California","162","06","000","72016","00000","00000",0,"A","124237",124242,124463,125019,125274,125868,126239,126123,125958,126107,125438,125613
"481",2020-05-30,"Moorpark, CA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.vcstar.com/story/news/local/2020/05/30/hundreds-march-through-oxnard-protest-george-floyd-death/5292622002/",1,"Moorpark","California","CA","Moorpark","California","162","06","000","49138","00000","00000",0,"A","34421",34523,34644,34906,35010,35136,35474,36000,36444,36561,36438,36375
"482",2020-05-30,"Wooster, OH",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.the-daily-record.com/news/20200531/wooster-joins-police-brutality-protest-efforts",1,"Wooster","Ohio","OH","Wooster","Ohio","162","39","000","86548","00000","00000",0,"A","26119",26177,26134,26349,26539,26580,26740,26858,26993,26641,26520,26394
"483",2020-05-30,"Manassas, VA",200,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.washingtonpost.com/local/manassas-braces-for-another-night-of-protest-as-demonstrations-spread-across-dc-region/2020/05/31/2e0e0fc0-a387-11ea-b473-04905b1af82b_story.html",1,"Manassas","Virginia","VA","Manassas","Virginia","162","51","000","48952","00000","00000",0,"A","37821",37799,38212,39101,40284,41082,41142,41409,41189,41141,41046,41085
"484",2020-05-30,"Jesse Jewell Parkway, Gainesville, GA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.gainesvilletimes.com/news/public-safety/small-group-gathering-sunday-protest-along-jesse-jewell-parkway/",1,"Jesse Jewell Parkway, Gainesville","Georgia","GA","Gainesville","Georgia","162","13","000","31908","00000","00000",0,"A","33804",34035,34057,34374,34691,35257,36006,36849,38214,40366,41350,43232
"485",2020-05-30,"Lynn, MA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.itemlive.com/2020/05/31/protests-hit-home-demonstrators-unite-in-front-of-lynn-police-station/",2,"Lynn","Massachusetts","MA","Lynn","Massachusetts","162","25","000","37490","00000","00000",0,"A","90329",90324,90532,90709,91437,92025,92565,93057,93185,93915,94336,94299
"486",2020-05-30,"Grant Circle, Gloucester, MA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.gloucestertimes.com/news/local_news/local-teens-to-peacefully-protest-at-grant-circle/article_6e4d5cb6-c065-5e4c-b9ee-b50b257cfc76.html",1,"Grant Circle, Gloucester","Massachusetts","MA","Gloucester","Massachusetts","162","25","000","26150","00000","00000",0,"A","28789",28789,28872,29056,29273,29521,29734,29897,29982,30162,30327,30430
"487",2020-05-30,"Civic Center, Monroe, LA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.thenewsstar.com/story/news/2020/05/31/naacp-monroe-hold-protest-city-against-injustice-brutality/5299360002/",1,"Civic Center, Monroe","Louisiana","LA","Monroe","Louisiana","162","22","000","51410","00000","00000",0,"A","48815",48878,48902,49001,49059,49124,49049,49010,48822,48273,47808,47294
"488",2020-05-30,"Jackson, TN",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.tennessean.com/story/news/2020/05/31/tennessee-peaceful-demonstrations-turn-destructive-after-dark/5299681002/",2,"Jackson","Tennessee","TN","Jackson","Tennessee","162","47","000","37640","00000","00000",0,"A","65211",66847,66814,66726,67018,67467,67112,66760,66718,66748,66952,67191
"489",2020-05-30,"Murfreesboro, TN",300,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.tennessean.com/story/news/2020/05/31/tennessee-peaceful-demonstrations-turn-destructive-after-dark/5299681002/",1,"Murfreesboro","Tennessee","TN","Murfreesboro","Tennessee","162","47","000","51560","00000","00000",0,"A","108755",109119,109572,111901,114141,117042,120808,125958,131409,136217,141442,146900
"490",2020-05-30,"Martinsburg, WV",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.journal-news.net/journal-news/locals-join-for-peaceful-demonstration-look-to-bridge-gap-between-police-and-protestors/article_5b7a4c02-1d0a-5cfc-aee2-1aaf29162c76.html",2,"Martinsburg","West Virginia","WV","Martinsburg","West Virginia","162","54","000","52060","00000","00000",0,"A","17227",17194,17230,17286,17408,17448,17523,17474,17492,17485,17478,17454
"491",2020-05-30,"Lumberton, NC",80,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.robesonian.com/news/135034/protesters-angry-over-the-death-of-a-black-man-in-minneapolis-march-peacefully-in-lumberton",1,"Lumberton","North Carolina","NC","Lumberton","North Carolina","162","37","000","39700","00000","00000",0,"A","21542",21523,21543,21604,21603,21515,21502,21339,21144,20946,20740,20484
"492",2020-05-30,"Fostoria, OH",20,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.13abc.com/content/news/Fostoria-police-officers-join-Black-Lives-Matter-protesters-in-prayer-570907941.html",1,"Fostoria","Ohio","OH","Fostoria","Ohio","162","39","000","28014","00000","00000",0,"A","13441",13453,13422,13418,13373,13354,13342,13338,13319,13267,13244,13225
"493",2020-05-30,"Savannah, GA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.islandpacket.com/news/local/community/article243170916.html",1,"Savannah","Georgia","GA","Savannah","Georgia","162","13","000","69000","00000","00000",0,"A","136286",136918,137412,140414,142327,142600,143883,145160,145818,145804,145817,144464
"494",2020-05-30,"Lancaster, PA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://lancasteronline.com/news/local/live-updates-arrests-have-been-made-at-todays-protests-police-using-pepper-spray-on-protesters/article_bce265ee-a34f-11ea-9184-931657faeaa4.html",2,"Lancaster","Pennsylvania","PA","Lancaster","Pennsylvania","162","42","000","41216","00000","00000",0,"A","59322",59263,59277,59417,59406,59397,59411,59446,59486,59494,59407,59265
"495",2020-05-30,"Santa Cruz, CA",100,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://abcnews.go.com/US/police-officers-stood-protesters-outraged-george-floyds-death/story?id=70984369",3,"Santa Cruz","California","CA","Santa Cruz","California","162","06","000","69112","00000","00000",0,"A","59946",59944,60578,61434,61954,62731,63172,64082,64396,64815,64643,64608
"496",2020-05-30,"Palm Beach, FL",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.palmbeachdailynews.com/news/20200601/floyd-protests-town-of-palm-beach-extends-curfew-hours-after-sundayrsquos-demonstration",1,"Palm Beach","Florida","FL","Palm Beach","Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",2020-05-30,"Du Quoin, IL",20,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://thesouthern.com/news/local/1-man-with-a-black-lives-matter-sign-spurs-20-person-demonstration-in-du-quoin/article_faa3fca7-54d7-56bb-9838-22319ac8405d.html",2,"Du Quoin","Illinois","IL","Du Quoin","Illinois","162","17","000","21267","00000","00000",0,"A","6109",6108,6099,6064,6014,5994,5894,5844,5820,5783,5739,5670
"498",2020-05-30,"Eugene, OR",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.kezi.com/content/news/10th-day-of-protesting-begins-as-crowd-gathers-in-downtown-Eugene-571085981.html",4,"Eugene","Oregon","OR","Eugene","Oregon","162","41","000","23850","00000","00000",0,"A","156185",156431,156527,157424,158238,158441,160260,162910,165927,169391,170701,172622
"499",2020-05-30,"Steubenville, OH",50,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.heraldstaronline.com/news/local-news/2020/06/steubenville-area-residents-aim-for-peaceful-protest-of-george-floyd-death/",1,"Steubenville","Ohio","OH","Steubenville","Ohio","162","39","000","74608","00000","00000",0,"A","18659",18659,18650,18578,18468,18384,18333,18242,18062,17996,17872,17753
"500",2020-05-30,"Lompoc, CA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.sanluisobispo.com/news/local/crime/article243164971.html",1,"Lompoc","California","CA","Lompoc","California","162","06","000","42524","00000","00000",0,"A","42434",42438,42322,42188,43075,43384,43870,43916,43537,43274,42689,42853
"501",2020-05-30,"Pensacola, FL",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.pnj.com/story/news/2020/06/01/george-floyd-protests-supporters-bring-supplies-pensacola-protesters/5311113002/",1,"Pensacola","Florida","FL","Pensacola","Florida","162","12","000","55925","00000","00000",0,"A","51923",52008,52014,51848,52149,52270,52434,52473,52662,52525,52637,52975
"502",2020-05-30,"Washington County Courthouse, Washington, PA",30,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://observer-reporter.com/news/localnews/local-protest-of-george-floyd-death-is-peaceful/article_a4288914-a347-11ea-95d3-cb5387c578bd.html",1,"Washington County Courthouse, Washington","Pennsylvania","PA","Washington","Pennsylvania","162","42","000","81328","00000","00000",0,"A","13663",14019,14008,13930,13925,13743,13680,13616,13615,13547,13497,13433
"503",2020-05-30,"Ossining, NY",60,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.lohud.com/story/news/local/2020/06/01/police-side-peaceful-protesters-george-floyd-outrage/5308033002/",1,"Ossining","New York","NY","Ossining","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",2020-05-30,"Eddy County Courthouse, Carlsbad, NM",80,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.currentargus.com/story/news/local/2020/06/01/george-floyd-carlsbad-sees-peaceful-protest-wake-death/5307637002/",1,"Eddy County Courthouse, Carlsbad","New Mexico","NM","Carlsbad","New Mexico","162","35","000","12150","00000","00000",0,"A","26138",26251,26276,26339,26761,27728,28187,28949,28875,28862,29254,29810
"505",2020-05-30,"Abilene, TX",150,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.reporternews.com/story/news/local/2020/05/30/abilene-tx-march-george-floyd-black-lives-matter-protest/5291956002/",1,"Abilene","Texas","TX","Abilene","Texas","162","48","000","01000","00000","00000",0,"A","117063",117514,117805,118762,119853,119797,120648,121707,121883,122186,122775,123420
"506",2020-05-30,"Snohomish, WA",200,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.seattletimes.com/seattle-news/times-watchdog/protesters-and-armed-self-declared-protectors-underscore-divides-in-snohomish/",1,"Snohomish","Washington","WA","Snohomish","Washington","162","53","000","65170","00000","00000",0,"A","9098",9145,9179,9250,9310,9382,9527,9651,9915,10097,10162,10154
"507",2020-05-30,"Colonial Heights, VA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.wtvr.com/news/local-news/police-chiefs-stand-with-protesters-we-want-to-be-part-of-the-change",1,"Colonial Heights","Virginia","VA","Colonial Heights","Virginia","162","51","000","18448","00000","00000",0,"A","17411",17410,17339,17284,17383,17487,17442,17444,17398,17424,17504,17370
"508",2020-05-30,"Lexington, KY",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.wtvq.com/2020/05/31/protesters-march-third-night-row-downtown-lexington/",6,"Lexington","Kentucky","KY","Lexington","Kentucky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",2020-05-30,"Holland, MI",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.hollandsentinel.com/news/20200601/holland-residents-march-in-peaceful-protest-sunday",1,"Holland","Michigan","MI","Holland","Michigan","162","26","000","38640","00000","00000",0,"A","33051",33101,33107,33210,33384,33523,33674,33629,33504,33400,33279,33216
"510",2020-05-30,"Asheboro, NC",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","http://nsjonline.com/article/2020/06/around-the-state-a-night-of-protest-vandalism-shouting/",1,"Asheboro","North Carolina","NC","Asheboro","North Carolina","162","37","000","02080","00000","00000",0,"A","25012",25408,25462,25531,25672,25864,25849,25809,25870,25819,25817,25940
"511",2020-05-30,"Adrian, MI",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.lenconnect.com/news/20200531/adrian-protest-condemns-police-brutality",1,"Adrian","Michigan","MI","Adrian","Michigan","162","26","000","00440","00000","00000",0,"A","21133",21189,21148,21056,21035,20851,20784,20665,20687,20567,20387,20600
"512",2020-05-30,"Fredericksburg, VA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.fredericksburg.com/news/local/updated-peaceful-rallies-in-fredericksburg-region-give-way-to-confrontation-arrests/article_0b3e757a-acf7-5d6f-a5d9-39b7a992e0ac.html",5,"Fredericksburg","Virginia","VA","Fredericksburg","Virginia","162","51","000","29744","00000","00000",0,"A","24286",24178,24354,25752,27179,27818,28256,28043,28360,28498,29171,29036
"513",2020-05-30,"Statesville, NC",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.statesville.com/news/local/all-lives-matter-protesters-march-through-downtown-statesville-seeking-change/article_17685a50-a445-11ea-be43-e33867be5ec7.html",3,"Statesville","North Carolina","NC","Statesville","North Carolina","162","37","000","64740","00000","00000",0,"A","24532",24521,24562,24718,24938,25205,25467,25875,26236,26683,27045,27528
"514",2020-05-30,"New Bedford, MA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.abc6.com/new-bedford-protesters-gather-for-fifth-straight-day-of-demonstrations/",1,"New Bedford","Massachusetts","MA","New Bedford","Massachusetts","162","25","000","45000","00000","00000",0,"A","95072",95071,95059,94896,94998,95065,95121,95128,95135,95083,95371,95363
"515",2020-05-30,"Jackson, IL",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.myjournalcourier.com/news/article/Jacksonville-protesters-see-dialogue-as-key-to-15310152.php",1,"Jackson","Illinois","IL","Jackson","Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",2020-05-30,"Beaufort, SC",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.wsav.com/news/lowcountry-protest-aims-to-prove-its-point-without-violence/",2,"Beaufort","South Carolina","SC","Beaufort","South Carolina","162","45","000","04690","00000","00000",0,"A","12361",12336,12368,12431,12652,12905,13121,13313,13416,13462,13380,13436
"517",2020-05-30,"Moultrie, GA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.moultrieobserver.com/news/local_news/protesters-urge-unity-during-moultrie-demonstration/article_565c607e-a474-11ea-a530-4f4e0466b32d.html",1,"Moultrie","Georgia","GA","Moultrie","Georgia","162","13","000","53060","00000","00000",0,"A","14268",14258,14318,14349,14375,14345,14227,14037,14004,14006,14063,14211
"518",2020-05-30,"Shawnee, OK",20,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.news-star.com/news/20200602/peaceful-protest-shawnee-residents-march-for-justice",1,"Shawnee","Oklahoma","OK","Shawnee","Oklahoma","162","40","000","66800","00000","00000",0,"A","29857",29825,29947,30127,30485,30767,31054,31003,31193,31271,31416,31436
"519",2020-05-30,"South Pasadena, CA",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://southpasadenan.com/george-floyd-protests-south-pasadenans-show-support/",1,"South Pasadena","California","CA","South Pasadena","California","162","06","000","73220","00000","00000",0,"A","25619",25605,25607,25701,25798,25872,25897,25914,25826,25707,25530,25329
"520",2020-05-30,"Albemarle, NC",10,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.thesnaponline.com/2020/06/01/peaceful-protest-in-albemarle-draws-attention-to-killings-of-black-americans/",1,"Albemarle","North Carolina","NC","Albemarle","North Carolina","162","37","000","00680","00000","00000",0,"A","15903",15890,15883,15868,15807,15839,15806,15810,15795,15950,16100,16246
"521",2020-05-30,"Oak Harbor, WA",50,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.southwhidbeyrecord.com/news/black-lives-matter-formed-in-response-to-george-floyds-killing-weekend-protest-stays-peaceful/",1,"Oak Harbor","Washington","WA","Oak Harbor","Washington","162","53","000","50360","00000","00000",0,"A","22075",22154,22210,22242,22196,21990,22134,22452,22874,23200,23360,23565
"522",2020-05-30,"Aberdeen, SD",NA,"Racial Injustice","Civil Rights; For racial justice; For greater accountability; Police","Yes","https://www.aberdeennews.com/news/local/police-no-problems-reported-as-monday-protest-remains-peaceful/article_0b26b724-a47b-11ea-b0c7-cf1654800b4f.html",1,"Aberdeen","South Dakota","SD","Aberdeen","South Dakota","162","46","000","00100","00000","00000",0,"A","26091",26112,26223,26445,26958,27472,27650,27777,28185,28490,28456,28257
